Date_ID,Full_Date,Year,Month,Day,Quarter,Weekday_Name
506,21MAY2014,2014,5,21,2,Wednesday
507,22MAY2014,2014,5,22,2,Thursday
508,23MAY2014,2014,5,23,2,Friday
509,24MAY2014,2014,5,24,2,Saturday
510,25MAY2014,2014,5,25,2,Sunday
511,26MAY2014,2014,5,26,2,Monday
512,27MAY2014,2014,5,27,2,Tuesday
513,28MAY2014,2014,5,28,2,Wednesday
514,29MAY2014,2014,5,29,2,Thursday
515,30MAY2014,2014,5,30,2,Friday
516,31MAY2014,2014,5,31,2,Saturday
517,01JUN2014,2014,6,1,2,Sunday
518,02JUN2014,2014,6,2,2,Monday
519,03JUN2014,2014,6,3,2,Tuesday
520,04JUN2014,2014,6,4,2,Wednesday
521,05JUN2014,2014,6,5,2,Thursday
522,06JUN2014,2014,6,6,2,Friday
523,07JUN2014,2014,6,7,2,Saturday
524,08JUN2014,2014,6,8,2,Sunday
525,09JUN2014,2014,6,9,2,Monday
526,10JUN2014,2014,6,10,2,Tuesday
527,11JUN2014,2014,6,11,2,Wednesday
528,12JUN2014,2014,6,12,2,Thursday
529,13JUN2014,2014,6,13,2,Friday
530,14JUN2014,2014,6,14,2,Saturday
531,15JUN2014,2014,6,15,2,Sunday
532,16JUN2014,2014,6,16,2,Monday
533,17JUN2014,2014,6,17,2,Tuesday
534,18JUN2014,2014,6,18,2,Wednesday
535,19JUN2014,2014,6,19,2,Thursday
536,20JUN2014,2014,6,20,2,Friday
537,21JUN2014,2014,6,21,2,Saturday
538,22JUN2014,2014,6,22,2,Sunday
539,23JUN2014,2014,6,23,2,Monday
540,24JUN2014,2014,6,24,2,Tuesday
541,25JUN2014,2014,6,25,2,Wednesday
542,26JUN2014,2014,6,26,2,Thursday
543,27JUN2014,2014,6,27,2,Friday
544,28JUN2014,2014,6,28,2,Saturday
545,29JUN2014,2014,6,29,2,Sunday
546,30JUN2014,2014,6,30,2,Monday
547,01JUL2014,2014,7,1,3,Tuesday
548,02JUL2014,2014,7,2,3,Wednesday
549,03JUL2014,2014,7,3,3,Thursday
550,04JUL2014,2014,7,4,3,Friday
551,05JUL2014,2014,7,5,3,Saturday
552,06JUL2014,2014,7,6,3,Sunday
553,07JUL2014,2014,7,7,3,Monday
554,08JUL2014,2014,7,8,3,Tuesday
555,09JUL2014,2014,7,9,3,Wednesday
556,10JUL2014,2014,7,10,3,Thursday
557,11JUL2014,2014,7,11,3,Friday
558,12JUL2014,2014,7,12,3,Saturday
559,13JUL2014,2014,7,13,3,Sunday
560,14JUL2014,2014,7,14,3,Monday
561,15JUL2014,2014,7,15,3,Tuesday
562,16JUL2014,2014,7,16,3,Wednesday
563,17JUL2014,2014,7,17,3,Thursday
564,18JUL2014,2014,7,18,3,Friday
565,19JUL2014,2014,7,19,3,Saturday
566,20JUL2014,2014,7,20,3,Sunday
567,21JUL2014,2014,7,21,3,Monday
568,22JUL2014,2014,7,22,3,Tuesday
569,23JUL2014,2014,7,23,3,Wednesday
570,24JUL2014,2014,7,24,3,Thursday
571,25JUL2014,2014,7,25,3,Friday
572,26JUL2014,2014,7,26,3,Saturday
573,27JUL2014,2014,7,27,3,Sunday
574,28JUL2014,2014,7,28,3,Monday
575,29JUL2014,2014,7,29,3,Tuesday
576,30JUL2014,2014,7,30,3,Wednesday
577,31JUL2014,2014,7,31,3,Thursday
578,01AUG2014,2014,8,1,3,Friday
579,02AUG2014,2014,8,2,3,Saturday
580,03AUG2014,2014,8,3,3,Sunday
581,04AUG2014,2014,8,4,3,Monday
