Airport_Code,Claim_Type,Year,TotalClaims
ABE,Property Damage,2013,5
ABE,Passenger Property Loss,2013,3
ABE,Unknown,2013,1
ABI,Property Damage,2013,3
ABI,Unknown,2013,1
ABQ,Passenger Property Loss,2013,24
ABQ,Property Damage,2013,14
ABQ,Complaint,2013,1
ABR,Passenger Property Loss,2013,1
ACK,Property Damage,2013,1
ACK,Passenger Property Loss,2013,1
ACT,Property Damage,2013,1
ACT,Passenger Property Loss,2013,1
ACY,Passenger Property Loss,2013,6
ACY,Property Damage,2013,4
ACY,Motor Vehicle,2013,1
AEX,Property Damage,2013,2
AEX,Passenger Property Loss,2013,1
AGS,Passenger Property Loss,2013,2
AGS,Property Damage,2013,1
ALB,Property Damage,2013,11
ALB,Passenger Property Loss,2013,10
ALB,Unknown,2013,1
ALO,Passenger Property Loss,2013,2
ALO,Property Damage,2013,1
AMA,Passenger Property Loss,2013,4
ANC,Passenger Property Loss,2013,19
ANC,Property Damage,2013,13
APN,Passenger Property Loss,2013,1
ART,Passenger Property Loss,2013,1
ASE,Property Damage,2013,1
ATL,Passenger Property Loss,2013,176
ATL,Property Damage,2013,137
ATL,Unknown,2013,3
ATL,Personal Injury,2013,2
ATW,Property Damage,2013,1
AUS,Passenger Property Loss,2013,38
AUS,Property Damage,2013,29
AUS,Personal Injury,2013,1
AVL,Property Damage,2013,5
AVL,Passenger Property Loss,2013,4
AVP,Passenger Property Loss,2013,4
AZO,Unknown,2013,1
AZO,Property Damage,2013,1
BDL,Passenger Property Loss,2013,21
BDL,Property Damage,2013,14
BFL,Passenger Property Loss,2013,3
BFL,Property Damage,2013,1
BGM,Passenger Property Loss,2013,3
BGM,Property Damage,2013,1
BGR,Passenger Property Loss,2013,2
BGR,Property Damage,2013,1
BHB,Passenger Property Loss,2013,1
BHM,Passenger Property Loss,2013,8
BHM,Property Damage,2013,4
BHM,Personal Injury,2013,1
BIL,Passenger Property Loss,2013,5
BIL,Property Damage,2013,2
BIS,Passenger Property Loss,2013,1
BJI,Passenger Property Loss,2013,2
BJI,Property Damage,2013,1
BKG,Property Damage,2013,2
BKG,Passenger Property Loss,2013,2
BLI,Passenger Property Loss,2013,3
BLI,Property Damage,2013,3
BLV,Property Damage,2013,1
BMI,Passenger Property Loss,2013,2
BMI,Property Damage,2013,1
BNA,Passenger Property Loss,2013,24
BNA,Property Damage,2013,23
BNA,Personal Injury,2013,1
BOI,Passenger Property Loss,2013,8
BOI,Property Damage,2013,4
BOS,Passenger Property Loss,2013,160
BOS,Property Damage,2013,108
BOS,Personal Injury,2013,3
BOS,Unknown,2013,1
BPT,Passenger Property Loss,2013,1
BQN,Property Damage,2013,1
BQN,Unknown,2013,1
BRL,Passenger Property Loss,2013,1
BRO,Passenger Property Loss,2013,1
BTR,Passenger Property Loss,2013,3
BTR,Property Damage,2013,1
BTV,Passenger Property Loss,2013,7
BTV,Property Damage,2013,3
BTV,Unknown,2013,1
BUF,Passenger Property Loss,2013,25
BUF,Property Damage,2013,15
BUF,Personal Injury,2013,1
BUR,Property Damage,2013,12
BUR,Passenger Property Loss,2013,6
BUR,Personal Injury,2013,2
BUR,Complaint,2013,1
BWI,Passenger Property Loss,2013,96
BWI,Property Damage,2013,50
BWI,Unknown,2013,1
BZN,Passenger Property Loss,2013,4
BZN,Property Damage,2013,3
CAE,Passenger Property Loss,2013,5
CAE,Property Damage,2013,1
CAK,Passenger Property Loss,2013,6
CAK,Property Damage,2013,2
CDC,Property Damage,2013,1
CEC,Passenger Property Loss,2013,1
CEZ,Property Damage,2013,1
CHA,Property Damage,2013,3
CHA,Passenger Property Loss,2013,2
CHO,Passenger Property Loss,2013,8
CHO,Property Damage,2013,1
CHO,Complaint,2013,1
CHS,Passenger Property Loss,2013,14
CHS,Property Damage,2013,7
CIC,Passenger Property Loss,2013,1
CID,Property Damage,2013,5
CID,Passenger Property Loss,2013,3
CID,Personal Injury,2013,1
CKB,Passenger Property Loss,2013,1
CLE,Passenger Property Loss,2013,14
CLE,Property Damage,2013,8
CLL,Passenger Property Loss,2013,2
CLL,Property Damage,2013,1
CLT,Passenger Property Loss,2013,87
CLT,Property Damage,2013,43
CLT,Unknown,2013,1
CLT,Complaint,2013,1
CMH,Passenger Property Loss,2013,16
CMH,Property Damage,2013,13
CMH,Personal Injury,2013,1
COD,Property Damage,2013,1
COS,Passenger Property Loss,2013,11
COS,Property Damage,2013,7
CPR,Motor Vehicle,2013,1
CRP,Passenger Property Loss,2013,3
CRP,Property Damage,2013,3
CRW,Passenger Property Loss,2013,1
CSG,Passenger Property Loss,2013,1
CVG,Passenger Property Loss,2013,18
CVG,Property Damage,2013,14
CVG,Personal Injury,2013,1
CWA,Passenger Property Loss,2013,1
CWA,Property Damage,2013,1
DAB,Passenger Property Loss,2013,2
DAB,Property Damage,2013,1
DAL,Property Damage,2013,15
DAL,Passenger Property Loss,2013,15
DAL,Personal Injury,2013,1
DAY,Property Damage,2013,5
DAY,Passenger Property Loss,2013,3
DCA,Passenger Property Loss,2013,51
DCA,Property Damage,2013,28
DCA,Personal Injury,2013,1
DEN,Passenger Property Loss,2013,118
DEN,Property Damage,2013,80
DEN,Personal Injury,2013,3
DEN,Motor Vehicle,2013,1
DFW,Passenger Property Loss,2013,128
DFW,Property Damage,2013,79
DFW,Unknown,2013,4
DFW,Personal Injury,2013,3
DHN,Property Damage,2013,1
DIK,Passenger Property Loss,2013,1
DRO,Passenger Property Loss,2013,4
DSM,Property Damage,2013,5
DSM,Passenger Property Loss,2013,5
DTW,Passenger Property Loss,2013,39
DTW,Property Damage,2013,20
EAT,Property Damage,2013,2
EAT,Passenger Property Loss,2013,1
EAU,Property Damage,2013,1
ECP,Property Damage,2013,2
ECP,Passenger Property Loss,2013,2
EGE,Passenger Property Loss,2013,3
ELM,Passenger Property Loss,2013,1
ELP,Passenger Property Loss,2013,8
ELP,Property Damage,2013,4
ELP,Unknown,2013,1
ENA,Passenger Property Loss,2013,1
ENV,Property Damage,2013,1
ERI,Property Damage,2013,1
ESC,Passenger Property Loss,2013,2
ESC,Property Damage,2013,1
EUG,Passenger Property Loss,2013,8
EUG,Property Damage,2013,7
EVV,Passenger Property Loss,2013,1
EWN,Passenger Property Loss,2013,1
EWN,Property Damage,2013,1
EWR,Passenger Property Loss,2013,219
EWR,Property Damage,2013,130
EWR,Personal Injury,2013,2
EWR,Unknown,2013,1
EWR,Complaint,2013,1
EYW,Property Damage,2013,1
EYW,Passenger Property Loss,2013,1
F,Passenger Property Loss,2013,66
F,Property Damage,2013,20
F,Unknown,2013,1
FAI,Passenger Property Loss,2013,4
FAI,Property Damage,2013,4
FAR,Passenger Property Loss,2013,4
FAT,Passenger Property Loss,2013,4
FAT,Property Damage,2013,3
FAT,Unknown,2013,1
FAY,Passenger Property Loss,2013,1
FLG,Property Damage,2013,1
FLL,Passenger Property Loss,2013,118
FLL,Property Damage,2013,73
FLL,Personal Injury,2013,4
FLL,Unknown,2013,1
FLO,Property Damage,2013,1
FLO,Passenger Property Loss,2013,1
FNT,Passenger Property Loss,2013,5
FNT,Property Damage,2013,1
FSM,Property Damage,2013,2
FWA,Passenger Property Loss,2013,1
FWA,Property Damage,2013,1
GBD,Passenger Property Loss,2013,2
GEG,Passenger Property Loss,2013,22
GEG,Property Damage,2013,13
GFK,Passenger Property Loss,2013,2
GFK,Property Damage,2013,1
GGG,Passenger Property Loss,2013,1
GGG,Property Damage,2013,1
GJT,Passenger Property Loss,2013,2
GLH,Property Damage,2013,2
GNV,Passenger Property Loss,2013,1
GNV,Property Damage,2013,1
GPI,Property Damage,2013,4
GPI,Passenger Property Loss,2013,1
GPT,Property Damage,2013,3
GPT,Passenger Property Loss,2013,2
GRB,Property Damage,2013,3
GRB,Passenger Property Loss,2013,2
GRI,Passenger Property Loss,2013,1
GRK,Passenger Property Loss,2013,1
GRR,Property Damage,2013,4
GRR,Passenger Property Loss,2013,1
GSN,Property Damage,2013,1
GSO,Passenger Property Loss,2013,8
GSO,Property Damage,2013,4
GSP,Property Damage,2013,12
GSP,Passenger Property Loss,2013,5
GTF,Passenger Property Loss,2013,1
GTR,Property Damage,2013,2
GTR,Passenger Property Loss,2013,1
GUC,Property Damage,2013,2
GUM,Passenger Property Loss,2013,5
GUM,Property Damage,2013,5
GYY,Property Damage,2013,1
HDN,Passenger Property Loss,2013,1
HDQ,Personal Injury,2013,1
HGR,Passenger Property Loss,2013,1
HLN,Passenger Property Loss,2013,1
HNL,Passenger Property Loss,2013,96
HNL,Property Damage,2013,40
HNL,Personal Injury,2013,1
HNL,Complaint,2013,1
HOM,Property Damage,2013,1
HOU,Passenger Property Loss,2013,35
HOU,Property Damage,2013,23
HPN,Passenger Property Loss,2013,8
HPN,Property Damage,2013,6
HRL,Passenger Property Loss,2013,7
HSV,Passenger Property Loss,2013,3
HSV,Property Damage,2013,1
HSV,Personal Injury,2013,1
HVN,Passenger Property Loss,2013,1
HXD,Passenger Property Loss,2013,2
HXD,Property Damage,2013,1
HXD,Personal Injury,2013,1
IAD,Passenger Property Loss,2013,110
IAD,Property Damage,2013,94
IAD,Personal Injury,2013,2
IAG,Passenger Property Loss,2013,3
IAG,Property Damage,2013,3
IAH,Passenger Property Loss,2013,105
IAH,Property Damage,2013,89
ICT,Property Damage,2013,3
ICT,Passenger Property Loss,2013,3
IDA,Passenger Property Loss,2013,1
IFP,Passenger Property Loss,2013,1
IFP,Property Damage,2013,1
ILG,Property Damage,2013,2
ILM,Passenger Property Loss,2013,5
ILM,Property Damage,2013,3
IMT,Passenger Property Loss,2013,1
IND,Passenger Property Loss,2013,29
IND,Property Damage,2013,26
INL,Passenger Property Loss,2013,2
IPT,Passenger Property Loss,2013,2
ISP,Property Damage,2013,6
ISP,Passenger Property Loss,2013,5
ITH,Passenger Property Loss,2013,5
ITH,Property Damage,2013,1
ITO,Passenger Property Loss,2013,9
ITO,Property Damage,2013,5
ITO,Unknown,2013,1
IWA,Passenger Property Loss,2013,4
IWA,Property Damage,2013,1
JAN,Passenger Property Loss,2013,16
JAN,Property Damage,2013,1
JAX,Passenger Property Loss,2013,16
JAX,Property Damage,2013,10
JAX,Personal Injury,2013,2
JFK,Passenger Property Loss,2013,488
JFK,Property Damage,2013,200
JFK,Personal Injury,2013,4
JFK,Unknown,2013,3
JFK,Motor Vehicle,2013,1
JHW,Property Damage,2013,1
JLN,Passenger Property Loss,2013,1
JNU,Property Damage,2013,3
KOA,Property Damage,2013,11
KOA,Passenger Property Loss,2013,11
KTN,Passenger Property Loss,2013,3
KTN,Property Damage,2013,1
LAN,Property Damage,2013,1
LAN,Passenger Property Loss,2013,1
LAS,Passenger Property Loss,2013,143
LAS,Property Damage,2013,86
LAS,Complaint,2013,2
LAS,Personal Injury,2013,2
LAS,Motor Vehicle,2013,1
LAS,Unknown,2013,1
LAW,Passenger Property Loss,2013,1
LAW,Property Damage,2013,1
LAX,Passenger Property Loss,2013,316
LAX,Property Damage,2013,153
LAX,Unknown,2013,2
LAX,Personal Injury,2013,2
LBB,Property Damage,2013,2
LBE,Passenger Property Loss,2013,11
LBE,Property Damage,2013,3
LEX,Property Damage,2013,4
LEX,Passenger Property Loss,2013,1
LFT,Passenger Property Loss,2013,5
LFT,Property Damage,2013,1
LGA,Passenger Property Loss,2013,102
LGA,Property Damage,2013,55
LGA,Personal Injury,2013,3
LGB,Passenger Property Loss,2013,6
LGB,Property Damage,2013,5
LGB,Unknown,2013,1
LIH,Passenger Property Loss,2013,14
LIH,Property Damage,2013,8
LIT,Passenger Property Loss,2013,12
LIT,Property Damage,2013,2
LNK,Property Damage,2013,2
LRD,Property Damage,2013,1
LSE,Passenger Property Loss,2013,1
LSE,Property Damage,2013,1
LWS,Passenger Property Loss,2013,3
LYH,Property Damage,2013,1
MAF,Passenger Property Loss,2013,3
MAF,Property Damage,2013,1
MBS,Property Damage,2013,1
MCI,Passenger Property Loss,2013,3
MCI,Property Damage,2013,1
MCO,Passenger Property Loss,2013,220
MCO,Property Damage,2013,135
MCO,Personal Injury,2013,4
MCO,Motor Vehicle,2013,1
MCO,Unknown,2013,1
MDT,Passenger Property Loss,2013,10
MDT,Property Damage,2013,1
MDW,Passenger Property Loss,2013,38
MDW,Property Damage,2013,25
MDW,Personal Injury,2013,1
MEM,Passenger Property Loss,2013,20
MEM,Property Damage,2013,11
MFE,Property Damage,2013,2
MFR,Passenger Property Loss,2013,4
MFR,Property Damage,2013,1
MFR,Unknown,2013,1
MGM,Passenger Property Loss,2013,2
MHK,Passenger Property Loss,2013,1
MHK,Property Damage,2013,1
MHT,Property Damage,2013,8
MHT,Passenger Property Loss,2013,6
MHT,Unknown,2013,1
MIA,Passenger Property Loss,2013,255
MIA,Property Damage,2013,119
MIA,Personal Injury,2013,5
MIA,Unknown,2013,2
MIA,Motor Vehicle,2013,1
MKE,Passenger Property Loss,2013,22
MKE,Property Damage,2013,9
MKG,Passenger Property Loss,2013,1
MLB,Passenger Property Loss,2013,1
MLI,Property Damage,2013,3
MLI,Passenger Property Loss,2013,2
MMH,Passenger Property Loss,2013,3
MMH,Property Damage,2013,1
MOB,Passenger Property Loss,2013,4
MOB,Property Damage,2013,1
MOD,Passenger Property Loss,2013,1
MOT,Property Damage,2013,1
MRY,Passenger Property Loss,2013,2
MRY,Property Damage,2013,1
MSL,Property Damage,2013,1
MSN,Passenger Property Loss,2013,9
MSN,Property Damage,2013,7
MSO,Passenger Property Loss,2013,4
MSO,Property Damage,2013,2
MSP,Passenger Property Loss,2013,52
MSP,Property Damage,2013,35
MSP,Personal Injury,2013,1
MSY,Passenger Property Loss,2013,60
MSY,Property Damage,2013,27
MSY,Unknown,2013,1
MSY,Personal Injury,2013,1
MTJ,Passenger Property Loss,2013,1
MVY,Passenger Property Loss,2013,3
MWA,Passenger Property Loss,2013,1
MYR,Passenger Property Loss,2013,4
MYR,Property Damage,2013,3
OAJ,Property Damage,2013,3
OAK,Passenger Property Loss,2013,53
OAK,Property Damage,2013,22
OGG,Passenger Property Loss,2013,36
OGG,Property Damage,2013,16
OGG,Unknown,2013,1
OGS,Property Damage,2013,1
OKC,Passenger Property Loss,2013,12
OKC,Property Damage,2013,7
OLF,Passenger Property Loss,2013,1
OMA,Passenger Property Loss,2013,16
OMA,Property Damage,2013,13
OMA,Personal Injury,2013,1
OME,Passenger Property Loss,2013,2
OME,Property Damage,2013,1
ONT,Passenger Property Loss,2013,17
ONT,Property Damage,2013,15
ORD,Passenger Property Loss,2013,142
ORD,Property Damage,2013,112
ORD,Unknown,2013,1
ORF,Passenger Property Loss,2013,17
ORF,Property Damage,2013,6
ORF,Personal Injury,2013,1
ORH,Passenger Property Loss,2013,1
OWB,Passenger Property Loss,2013,2
PAH,Property Damage,2013,1
PBG,Property Damage,2013,1
PBI,Passenger Property Loss,2013,35
PBI,Property Damage,2013,22
PBI,Unknown,2013,1
PDT,Passenger Property Loss,2013,1
PDX,Passenger Property Loss,2013,69
PDX,Property Damage,2013,34
PDX,Personal Injury,2013,1
PDX,Unknown,2013,1
PFN,Property Damage,2013,1
PGD,Passenger Property Loss,2013,1
PGV,Passenger Property Loss,2013,1
PHF,Passenger Property Loss,2013,3
PHF,Property Damage,2013,1
PHL,Passenger Property Loss,2013,136
PHL,Property Damage,2013,72
PHL,Personal Injury,2013,4
PHL,Unknown,2013,1
PHX,Passenger Property Loss,2013,140
PHX,Property Damage,2013,77
PHX,Personal Injury,2013,5
PHX,Unknown,2013,2
PIA,Passenger Property Loss,2013,5
PIA,Property Damage,2013,3
PIE,Passenger Property Loss,2013,3
PIE,Property Damage,2013,1
PIR,Property Damage,2013,2
PIT,Property Damage,2013,28
PIT,Passenger Property Loss,2013,22
PLN,Property Damage,2013,2
PLN,Passenger Property Loss,2013,2
PNS,Passenger Property Loss,2013,9
PNS,Property Damage,2013,6
PQI,Passenger Property Loss,2013,1
PSC,Passenger Property Loss,2013,6
PSC,Property Damage,2013,5
PSP,Passenger Property Loss,2013,17
PSP,Property Damage,2013,10
PVD,Passenger Property Loss,2013,23
PVD,Property Damage,2013,18
PVU,Passenger Property Loss,2013,1
PWM,Passenger Property Loss,2013,11
PWM,Property Damage,2013,4
RAP,Property Damage,2013,2
RAP,Passenger Property Loss,2013,1
RDD,Property Damage,2013,1
RDD,Passenger Property Loss,2013,1
RDM,Property Damage,2013,4
RDM,Passenger Property Loss,2013,2
RDU,Passenger Property Loss,2013,33
RDU,Property Damage,2013,18
RDU,Personal Injury,2013,1
RFD,Passenger Property Loss,2013,1
RHI,Property Damage,2013,1
RIC,Passenger Property Loss,2013,12
RIC,Property Damage,2013,5
RNO,Passenger Property Loss,2013,32
RNO,Property Damage,2013,23
ROA,Property Damage,2013,3
ROA,Passenger Property Loss,2013,2
ROC,Property Damage,2013,2
ROC,Passenger Property Loss,2013,2
ROC,Personal Injury,2013,1
ROW,Property Damage,2013,1
RST,Passenger Property Loss,2013,2
RSW,Passenger Property Loss,2013,41
RSW,Property Damage,2013,21
RSW,Personal Injury,2013,2
RUT,Property Damage,2013,1
SAF,Passenger Property Loss,2013,6
SAF,Property Damage,2013,1
SAN,Passenger Property Loss,2013,73
SAN,Property Damage,2013,59
SAN,Unknown,2013,2
SAN,Personal Injury,2013,1
SAT,Passenger Property Loss,2013,55
SAT,Property Damage,2013,19
SAT,Personal Injury,2013,1
SAV,Property Damage,2013,13
SAV,Passenger Property Loss,2013,7
SBA,Property Damage,2013,2
SBA,Passenger Property Loss,2013,2
SBN,Property Damage,2013,4
SBP,Passenger Property Loss,2013,2
SBP,Property Damage,2013,1
SBY,Passenger Property Loss,2013,1
SCK,Property Damage,2013,1
SCK,Passenger Property Loss,2013,1
SDF,Property Damage,2013,14
SDF,Passenger Property Loss,2013,14
SEA,Passenger Property Loss,2013,157
SEA,Property Damage,2013,112
SEA,Unknown,2013,2
SFB,Passenger Property Loss,2013,8
SFB,Property Damage,2013,2
SFO,Passenger Property Loss,2013,14
SFO,Property Damage,2013,8
SFO,Personal Injury,2013,2
SGF,Passenger Property Loss,2013,2
SGF,Property Damage,2013,2
SHD,Passenger Property Loss,2013,2
SHR,Passenger Property Loss,2013,1
SHV,Property Damage,2013,1
SHV,Personal Injury,2013,1
SIT,Property Damage,2013,1
SJC,Passenger Property Loss,2013,29
SJC,Property Damage,2013,22
SJC,Unknown,2013,1
SJT,Passenger Property Loss,2013,4
SJT,Property Damage,2013,2
SJU,Passenger Property Loss,2013,57
SJU,Property Damage,2013,23
SJU,Unknown,2013,2
SLC,Property Damage,2013,46
SLC,Passenger Property Loss,2013,38
SLC,Personal Injury,2013,1
SMF,Passenger Property Loss,2013,34
SMF,Property Damage,2013,28
SMF,Personal Injury,2013,1
SNA,Passenger Property Loss,2013,44
SNA,Property Damage,2013,24
SNA,Unknown,2013,1
SPS,Passenger Property Loss,2013,2
SPS,Property Damage,2013,1
SRQ,Passenger Property Loss,2013,5
SRQ,Property Damage,2013,5
STL,Passenger Property Loss,2013,37
STL,Property Damage,2013,23
STT,Passenger Property Loss,2013,10
STT,Property Damage,2013,8
STX,Passenger Property Loss,2013,2
SUX,Property Damage,2013,1
SUX,Passenger Property Loss,2013,1
SWF,Passenger Property Loss,2013,2
SYR,Property Damage,2013,6
SYR,Passenger Property Loss,2013,4
TLH,Property Damage,2013,5
TLH,Passenger Property Loss,2013,1
TOL,Passenger Property Loss,2013,1
TPA,Passenger Property Loss,2013,73
TPA,Property Damage,2013,61
TPA,Unknown,2013,3
TRI,Property Damage,2013,3
TRI,Passenger Property Loss,2013,2
TTN,Passenger Property Loss,2013,2
TTN,Property Damage,2013,2
TUL,Passenger Property Loss,2013,7
TUL,Property Damage,2013,5
TUL,Personal Injury,2013,1
TUS,Passenger Property Loss,2013,15
TUS,Property Damage,2013,9
TVC,Passenger Property Loss,2013,2
TVC,Property Damage,2013,1
TWF,Passenger Property Loss,2013,1
TXK,Passenger Property Loss,2013,1
TYR,Property Damage,2013,2
TYR,Passenger Property Loss,2013,1
TYS,Property Damage,2013,9
TYS,Passenger Property Loss,2013,5
Unknown,Passenger Property Loss,2013,42
Unknown,Property Damage,2013,23
Unknown,Unknown,2013,15
Unknown,Personal Injury,2013,2
Unknown,Motor Vehicle,2013,2
VIS,Passenger Property Loss,2013,2
VLD,Property Damage,2013,1
VLD,Passenger Property Loss,2013,1
VPS,Property Damage,2013,5
VPS,Passenger Property Loss,2013,2
XNA,Passenger Property Loss,2013,6
XNA,Property Damage,2013,4
YKM,Property Damage,2013,1
YKM,Passenger Property Loss,2013,1
YNG,Property Damage,2013,2
YUM,Passenger Property Loss,2013,3
YUM,Property Damage,2013,2
ZZX,Motor Vehicle,2013,26
ZZX,Personal Injury,2013,10
ZZX,Property Damage,2013,4
ZZX,Employee Loss (MPCECA),2013,2
ZZX,Passenger Property Loss,2013,1
ZZZ,Personal Injury,2013,4
ZZZ,Complaint,2013,1
ABE,Property Damage,2014,2
ABE,Passenger Property Loss,2014,1
ABI,Property Damage,2014,5
ABI,Passenger Property Loss,2014,1
ABQ,Passenger Property Loss,2014,18
ABQ,Property Damage,2014,15
ACK,Passenger Property Loss,2014,1
ACK,Property Damage,2014,1
ACT,Unknown,2014,1
ACT,Passenger Property Loss,2014,1
ACY,Property Damage,2014,5
ACY,Passenger Property Loss,2014,3
ADQ,Property Damage,2014,1
AEX,Property Damage,2014,1
ALB,Property Damage,2014,13
ALB,Passenger Property Loss,2014,8
ALW,Passenger Property Loss,2014,1
AMA,Property Damage,2014,1
AMA,Passenger Property Loss,2014,1
ANC,Passenger Property Loss,2014,14
ANC,Property Damage,2014,13
ASE,Passenger Property Loss,2014,2
ATL,Passenger Property Loss,2014,176
ATL,Property Damage,2014,127
ATL,Unknown,2014,1
ATL,Personal Injury,2014,1
ATW,Passenger Property Loss,2014,2
ATW,Property Damage,2014,1
AUS,Passenger Property Loss,2014,45
AUS,Property Damage,2014,34
AUS,Personal Injury,2014,1
AVL,Property Damage,2014,3
AVL,Passenger Property Loss,2014,1
AVP,Property Damage,2014,2
AVP,Passenger Property Loss,2014,1
AZO,Passenger Property Loss,2014,1
BDL,Property Damage,2014,22
BDL,Passenger Property Loss,2014,20
BFL,Property Damage,2014,1
BFL,Passenger Property Loss,2014,1
BFL,Compliment,2014,1
BGR,Passenger Property Loss,2014,3
BHM,Property Damage,2014,10
BHM,Passenger Property Loss,2014,5
BIL,Property Damage,2014,1
BIL,Passenger Property Loss,2014,1
BIS,Property Damage,2014,1
BJI,Passenger Property Loss,2014,2
BLI,Property Damage,2014,3
BLI,Passenger Property Loss,2014,2
BLV,Passenger Property Loss,2014,2
BMI,Passenger Property Loss,2014,3
BMI,Property Damage,2014,1
BNA,Property Damage,2014,27
BNA,Passenger Property Loss,2014,15
BOI,Property Damage,2014,8
BOI,Passenger Property Loss,2014,4
BOS,Property Damage,2014,111
BOS,Passenger Property Loss,2014,107
BOS,Personal Injury,2014,3
BOS,Unknown,2014,2
BPT,Passenger Property Loss,2014,1
BQK,Passenger Property Loss,2014,2
BQN,Passenger Property Loss,2014,3
BQN,Unknown,2014,1
BQN,Property Damage,2014,1
BRD,Passenger Property Loss,2014,1
BRO,Property Damage,2014,1
BTR,Property Damage,2014,3
BTR,Passenger Property Loss,2014,2
BTR,Personal Injury,2014,1
BTV,Passenger Property Loss,2014,7
BTV,Property Damage,2014,5
BUF,Passenger Property Loss,2014,15
BUF,Property Damage,2014,12
BUR,Property Damage,2014,11
BUR,Passenger Property Loss,2014,8
BWI,Passenger Property Loss,2014,74
BWI,Property Damage,2014,52
BWI,Personal Injury,2014,1
BWI,Unknown,2014,1
BWI,Employee Loss (MPCECA),2014,1
BZN,Property Damage,2014,2
BZN,Passenger Property Loss,2014,2
CAE,Property Damage,2014,3
CAE,Passenger Property Loss,2014,1
CAK,Passenger Property Loss,2014,5
CAK,Property Damage,2014,1
CDC,Property Damage,2014,1
CDC,Passenger Property Loss,2014,1
CHA,Property Damage,2014,1
CHA,Passenger Property Loss,2014,1
CHS,Passenger Property Loss,2014,11
CHS,Property Damage,2014,6
CID,Property Damage,2014,5
CID,Passenger Property Loss,2014,1
CLE,Passenger Property Loss,2014,31
CLE,Property Damage,2014,24
CLE,Personal Injury,2014,1
CLL,Passenger Property Loss,2014,2
CLL,Property Damage,2014,2
CLT,Property Damage,2014,59
CLT,Passenger Property Loss,2014,47
CLT,Personal Injury,2014,2
CLT,Employee Loss (MPCECA),2014,1
CMH,Passenger Property Loss,2014,19
CMH,Property Damage,2014,15
CMI,Property Damage,2014,1
CMX,Property Damage,2014,1
COD,Passenger Property Loss,2014,1
COS,Property Damage,2014,3
COS,Passenger Property Loss,2014,3
COU,Passenger Property Loss,2014,1
COU,Property Damage,2014,1
CPR,Property Damage,2014,1
CPR,Passenger Property Loss,2014,1
CRP,Passenger Property Loss,2014,3
CRP,Property Damage,2014,3
CRW,Passenger Property Loss,2014,2
CSG,Property Damage,2014,1
CVG,Passenger Property Loss,2014,13
CVG,Property Damage,2014,11
CWA,Property Damage,2014,1
CWA,Passenger Property Loss,2014,1
CYS,Passenger Property Loss,2014,1
DAB,Passenger Property Loss,2014,3
DAB,Property Damage,2014,1
DAL,Passenger Property Loss,2014,24
DAL,Property Damage,2014,12
DAL,Personal Injury,2014,1
DAY,Passenger Property Loss,2014,5
DAY,Property Damage,2014,4
DCA,Passenger Property Loss,2014,43
DCA,Property Damage,2014,36
DCA,Personal Injury,2014,2
DEN,Passenger Property Loss,2014,87
DEN,Property Damage,2014,77
DEN,Personal Injury,2014,3
DFW,Passenger Property Loss,2014,99
DFW,Property Damage,2014,92
DFW,Unknown,2014,2
DFW,Personal Injury,2014,2
DIK,Property Damage,2014,1
DLH,Passenger Property Loss,2014,3
DLH,Property Damage,2014,1
DSM,Property Damage,2014,11
DSM,Passenger Property Loss,2014,4
DTW,Passenger Property Loss,2014,42
DTW,Property Damage,2014,31
DTW,Unknown,2014,1
EAT,Property Damage,2014,1
EAT,Passenger Property Loss,2014,1
EAU,Property Damage,2014,1
ECP,Passenger Property Loss,2014,3
EGE,Passenger Property Loss,2014,3
EGE,Property Damage,2014,2
EKO,Property Damage,2014,1
EKO,Passenger Property Loss,2014,1
ELM,Property Damage,2014,3
ELP,Passenger Property Loss,2014,8
ELP,Property Damage,2014,5
ENV,Property Damage,2014,2
ENV,Passenger Property Loss,2014,1
ERI,Property Damage,2014,1
EUG,Property Damage,2014,3
EUG,Passenger Property Loss,2014,1
EUG,Complaint,2014,1
EVV,Passenger Property Loss,2014,1
EWN,Property Damage,2014,3
EWR,Passenger Property Loss,2014,201
EWR,Property Damage,2014,115
EWR,Personal Injury,2014,4
EWR,Unknown,2014,2
EYW,Passenger Property Loss,2014,1
F,Passenger Property Loss,2014,75
F,Property Damage,2014,39
F,Unknown,2014,1
F,Complaint,2014,1
FAI,Passenger Property Loss,2014,3
FAI,Property Damage,2014,1
FAR,Property Damage,2014,5
FAR,Passenger Property Loss,2014,1
FAT,Passenger Property Loss,2014,4
FAT,Property Damage,2014,1
FAY,Property Damage,2014,4
FAY,Passenger Property Loss,2014,1
FLG,Property Damage,2014,1
FLG,Passenger Property Loss,2014,1
FLL,Passenger Property Loss,2014,109
FLL,Property Damage,2014,88
FLL,Personal Injury,2014,2
FLO,Passenger Property Loss,2014,1
FNT,Passenger Property Loss,2014,3
FNT,Property Damage,2014,1
FWA,Passenger Property Loss,2014,3
FWA,Property Damage,2014,1
GCC,Motor Vehicle,2014,1
GCK,Passenger Property Loss,2014,1
GEG,Property Damage,2014,16
GEG,Passenger Property Loss,2014,6
GFK,Passenger Property Loss,2014,4
GJT,Property Damage,2014,1
GJT,Passenger Property Loss,2014,1
GNV,Passenger Property Loss,2014,1
GNV,Property Damage,2014,1
GPI,Passenger Property Loss,2014,3
GPI,Property Damage,2014,1
