Airport_Code,Airport_Name,City,State,Year,totalclaims
MSY,New Orleans International,New Orleans,LA,2013,89
MSY,New Orleans International,New Orleans,LA,2014,71
MSY,New Orleans International,New Orleans,LA,2015,68
MSY,New Orleans International,New Orleans,LA,2016,74
MSY,New Orleans International,New Orleans,LA,2017,64
MTJ,Montrose Regional Airport,Montrose,CO,2013,1
MTJ,Montrose Regional Airport,Montrose,CO,2014,2
MTJ,Montrose Regional Airport,Montrose,CO,2015,2
MTJ,Montrose Regional Airport,Montrose,CO,2016,3
MTJ,Montrose Regional Airport,Montrose,CO,2017,2
MVY,Martha's Vineyard Airport,Vineyard Haven,MA,2013,3
MVY,Martha's Vineyard Airport,Vineyard Haven,MA,2014,4
MVY,Martha's Vineyard Airport,Vineyard Haven,MA,2015,3
MVY,Martha's Vineyard Airport,Vineyard Haven,MA,2016,1
MWA,Williamson County,Marion,IL,2013,1
MWA,Williamson County,Marion,IL,2017,3
MYR,Myrtle Beach International,Myrtle Beach,SC,2013,7
MYR,Myrtle Beach International,Myrtle Beach,SC,2014,6
MYR,Myrtle Beach International,Myrtle Beach,SC,2015,7
MYR,Myrtle Beach International,Myrtle Beach,SC,2016,8
MYR,Myrtle Beach International,Myrtle Beach,SC,2017,16
OAJ,"Albert J Ellis, Jacksonville",Jacksonville,NC,2013,3
OAJ,"Albert J Ellis, Jacksonville",Jacksonville,NC,2015,5
OAK,Metropolitan Oakland International,Oakland,CA,2013,75
OAK,Metropolitan Oakland International,Oakland,CA,2014,86
OAK,Metropolitan Oakland International,Oakland,CA,2015,72
OAK,Metropolitan Oakland International,Oakland,CA,2016,65
OAK,Metropolitan Oakland International,Oakland,CA,2017,58
OGG,"Kahului-Maui, HI",Kahului,HI,2013,53
OGG,"Kahului-Maui, HI",Kahului,HI,2014,42
OGG,"Kahului-Maui, HI",Kahului,HI,2015,39
OGG,"Kahului-Maui, HI",Kahului,HI,2016,50
OGG,"Kahului-Maui, HI",Kahului,HI,2017,38
OGS,Ogdensburg International,Ogdensburg,NY,2013,1
OGS,Ogdensburg International,Ogdensburg,NY,2017,3
OKC,Will Rogers World,Oklahoma City,OK,2013,19
OKC,Will Rogers World,Oklahoma City,OK,2014,12
OKC,Will Rogers World,Oklahoma City,OK,2015,18
OKC,Will Rogers World,Oklahoma City,OK,2016,15
OKC,Will Rogers World,Oklahoma City,OK,2017,13
OLF,L. M. Clayton Airport,Wolf Point,MT,2013,1
OMA,Eppley Airfield,Omaha,NE,2013,30
OMA,Eppley Airfield,Omaha,NE,2014,28
OMA,Eppley Airfield,Omaha,NE,2015,14
OMA,Eppley Airfield,Omaha,NE,2016,24
OMA,Eppley Airfield,Omaha,NE,2017,12
OME,Nome,Nome,AK,2013,3
OME,Nome,Nome,AK,2014,1
OME,Nome,Nome,AK,2015,2
OME,Nome,Nome,AK,2016,2
OME,Nome,Nome,AK,2017,2
ONT,Ontario International,Ontario,CA,2013,32
ONT,Ontario International,Ontario,CA,2014,26
ONT,Ontario International,Ontario,CA,2015,19
ONT,Ontario International,Ontario,CA,2016,28
ONT,Ontario International,Ontario,CA,2017,25
ORD,Chicago O'Hare International Airport,Chicago,IL,2013,255
ORD,Chicago O'Hare International Airport,Chicago,IL,2014,248
ORD,Chicago O'Hare International Airport,Chicago,IL,2015,236
ORD,Chicago O'Hare International Airport,Chicago,IL,2016,220
ORD,Chicago O'Hare International Airport,Chicago,IL,2017,248
ORF,Norfolk International,Norfolk,VA,2013,24
ORF,Norfolk International,Norfolk,VA,2014,14
ORF,Norfolk International,Norfolk,VA,2015,25
ORF,Norfolk International,Norfolk,VA,2016,28
ORF,Norfolk International,Norfolk,VA,2017,40
ORH,Worcester Regional,Worcester,MA,2013,1
ORH,Worcester Regional,Worcester,MA,2014,2
ORH,Worcester Regional,Worcester,MA,2015,1
ORH,Worcester Regional,Worcester,MA,2016,1
OTH,North Bend Municipal,North Bend,OR,2014,1
OTH,North Bend Municipal,North Bend,OR,2015,2
OTH,North Bend Municipal,North Bend,OR,2016,1
OTH,North Bend Municipal,North Bend,OR,2017,2
OTZ,Kotzebue 'Ralph Wien Memorial,Kotzebue,AK,2015,1
OTZ,Kotzebue 'Ralph Wien Memorial,Kotzebue,AK,2016,1
OWB,Owensboro Daviess County,Owensboro,KY,2013,2
PAH,Barkley Regional Airport,Paducah,KY,2013,1
PAH,Barkley Regional Airport,Paducah,KY,2017,1
PBG,Plattsburgh International Aiport,Plattsburgh,NY,2013,1
PBG,Plattsburgh International Aiport,Plattsburgh,NY,2015,1
PBG,Plattsburgh International Aiport,Plattsburgh,NY,2016,1
PBG,Plattsburgh International Aiport,Plattsburgh,NY,2017,1
PBI,Palm Beach International,West Palm Beach,FL,2013,58
PBI,Palm Beach International,West Palm Beach,FL,2014,45
PBI,Palm Beach International,West Palm Beach,FL,2015,40
PBI,Palm Beach International,West Palm Beach,FL,2016,47
PBI,Palm Beach International,West Palm Beach,FL,2017,46
PDT,Eastern Oregon Regional,Pendleton,OR,2013,1
PDX,Portland International,Portland,OR,2013,105
PDX,Portland International,Portland,OR,2014,86
PDX,Portland International,Portland,OR,2015,68
PDX,Portland International,Portland,OR,2016,70
PDX,Portland International,Portland,OR,2017,77
PFN,Panama City-Bay County International,Unknown,Unknown,2013,1
PFN,Panama City-Bay County International,Unknown,Unknown,2014,1
PFN,Panama City-Bay County International,Unknown,Unknown,2016,1
PGA,Page Municipal,Page,AZ,2014,1
PGD,Charlotte County,Punta Gorda,FL,2013,1
PGD,Charlotte County,Punta Gorda,FL,2014,5
PGD,Charlotte County,Punta Gorda,FL,2015,5
PGD,Charlotte County,Punta Gorda,FL,2016,2
PGD,Charlotte County,Punta Gorda,FL,2017,1
PGV,Pitt-Greenville Airport,Greenville,NC,2013,1
PGV,Pitt-Greenville Airport,Greenville,NC,2014,2
PGV,Pitt-Greenville Airport,Greenville,NC,2015,1
PGV,Pitt-Greenville Airport,Greenville,NC,2016,2
PGV,Pitt-Greenville Airport,Greenville,NC,2017,2
PHF,Newport News / Williamsburg International,Newport News,VA,2013,4
PHF,Newport News / Williamsburg International,Newport News,VA,2014,2
PHF,Newport News / Williamsburg International,Newport News,VA,2015,4
PHF,Newport News / Williamsburg International,Newport News,VA,2016,5
PHF,Newport News / Williamsburg International,Newport News,VA,2017,2
PHL,Philadelphia International Airport,Philadelphia,PA,2013,213
PHL,Philadelphia International Airport,Philadelphia,PA,2014,169
PHL,Philadelphia International Airport,Philadelphia,PA,2015,146
PHL,Philadelphia International Airport,Philadelphia,PA,2016,150
PHL,Philadelphia International Airport,Philadelphia,PA,2017,133
PHX,Phoenix Sky Harbor International,Phoenix,AZ,2013,224
PHX,Phoenix Sky Harbor International,Phoenix,AZ,2014,221
PHX,Phoenix Sky Harbor International,Phoenix,AZ,2015,220
PHX,Phoenix Sky Harbor International,Phoenix,AZ,2016,177
PHX,Phoenix Sky Harbor International,Phoenix,AZ,2017,210
PIA,Greater Peoria,Peoria,IL,2013,8
PIA,Greater Peoria,Peoria,IL,2014,3
PIA,Greater Peoria,Peoria,IL,2015,2
PIA,Greater Peoria,Peoria,IL,2016,2
PIA,Greater Peoria,Peoria,IL,2017,5
PIB,Hattiesburg-Laurel Regional,Hattiesburg-Laurel,MS,2016,2
PIE,St. Petersburg-Clearwater International,St Petersburg-Clearwater,FL,2013,4
PIE,St. Petersburg-Clearwater International,St Petersburg-Clearwater,FL,2014,7
PIE,St. Petersburg-Clearwater International,St Petersburg-Clearwater,FL,2015,4
PIE,St. Petersburg-Clearwater International,St Petersburg-Clearwater,FL,2016,4
PIE,St. Petersburg-Clearwater International,St Petersburg-Clearwater,FL,2017,10
PIH,Pocatello Regional,Pocatello,ID,2016,1
PIH,Pocatello Regional,Pocatello,ID,2017,1
PIR,Pierre Regional,Pierre,SD,2013,2
PIT,Pittsburgh International Airport,Pittsburgh,PA,2013,50
PIT,Pittsburgh International Airport,Pittsburgh,PA,2014,27
PIT,Pittsburgh International Airport,Pittsburgh,PA,2015,40
PIT,Pittsburgh International Airport,Pittsburgh,PA,2016,45
PIT,Pittsburgh International Airport,Pittsburgh,PA,2017,45
PLN,Pellston Regional Of Emmet County,Pellston,MI,2013,4
PLN,Pellston Regional Of Emmet County,Pellston,MI,2014,4
PLN,Pellston Regional Of Emmet County,Pellston,MI,2015,1
PLN,Pellston Regional Of Emmet County,Pellston,MI,2016,3
PNS,Pensacola International Airport,Pensacola,FL,2013,15
PNS,Pensacola International Airport,Pensacola,FL,2014,12
PNS,Pensacola International Airport,Pensacola,FL,2015,12
PNS,Pensacola International Airport,Pensacola,FL,2016,9
PNS,Pensacola International Airport,Pensacola,FL,2017,9
PQI,Northern Maine Regional,Presque Isle,ME,2013,1
PQI,Northern Maine Regional,Presque Isle,ME,2015,1
PRC,Prescott Municipal,Prescott,AZ,2016,1
PSC,Tri-Cities,Pasco,WA,2013,11
PSC,Tri-Cities,Pasco,WA,2014,1
PSC,Tri-Cities,Pasco,WA,2015,2
PSC,Tri-Cities,Pasco,WA,2016,3
PSC,Tri-Cities,Pasco,WA,2017,2
PSE,Mercedita Airport,Ponce,PR,2014,4
PSE,Mercedita Airport,Ponce,PR,2015,2
PSE,Mercedita Airport,Ponce,PR,2016,2
PSE,Mercedita Airport,Ponce,PR,2017,2
PSG,Petersburg,Petersburg,AK,2014,2
PSG,Petersburg,Petersburg,AK,2015,1
PSG,Petersburg,Petersburg,AK,2016,1
PSG,Petersburg,Petersburg,AK,2017,1
PSM,Portsmouth International Airport at Pease,Portsmouth,NH,2014,1
PSM,Portsmouth International Airport at Pease,Portsmouth,NH,2016,2
PSP,Palm Springs International,Palm Springs,CA,2013,27
PSP,Palm Springs International,Palm Springs,CA,2014,20
PSP,Palm Springs International,Palm Springs,CA,2015,17
PSP,Palm Springs International,Palm Springs,CA,2016,16
PSP,Palm Springs International,Palm Springs,CA,2017,27
PUB,Pueblo Memorial,Pueblo,CO,2016,1
PUB,Pueblo Memorial,Pueblo,CO,2017,1
PUW,Pullman/Moscow Regional,Pullman/Moscow,WA,2014,2
PUW,Pullman/Moscow Regional,Pullman/Moscow,WA,2016,2
PVC,Provincetown Airport,Provincetown,MA,2017,1
PVD,"TF Green Airport, Providence",Providence,RI,2013,41
PVD,"TF Green Airport, Providence",Providence,RI,2014,30
PVD,"TF Green Airport, Providence",Providence,RI,2015,14
PVD,"TF Green Airport, Providence",Providence,RI,2016,16
PVD,"TF Green Airport, Providence",Providence,RI,2017,25
PVU,Provo Municipal Airport,Provo,UT,2013,1
PVU,Provo Municipal Airport,Provo,UT,2016,4
PVU,Provo Municipal Airport,Provo,UT,2017,3
PWM,Portland International Jetport,Portland,ME,2013,15
PWM,Portland International Jetport,Portland,ME,2014,15
PWM,Portland International Jetport,Portland,ME,2015,12
PWM,Portland International Jetport,Portland,ME,2016,4
PWM,Portland International Jetport,Portland,ME,2017,9
RAP,Rapid City Regional,Rapid City,SD,2013,3
RAP,Rapid City Regional,Rapid City,SD,2014,2
RAP,Rapid City Regional,Rapid City,SD,2015,4
RAP,Rapid City Regional,Rapid City,SD,2016,5
RAP,Rapid City Regional,Rapid City,SD,2017,2
RDD,Redding Municipal,Redding,CA,2013,2
RDD,Redding Municipal,Redding,CA,2014,2
RDD,Redding Municipal,Redding,CA,2015,1
RDD,Redding Municipal,Redding,CA,2016,1
RDD,Redding Municipal,Redding,CA,2017,3
RDM,Roberts Field,Redmond,OR,2013,6
RDM,Roberts Field,Redmond,OR,2014,3
RDM,Roberts Field,Redmond,OR,2015,8
RDM,Roberts Field,Redmond,OR,2016,6
RDM,Roberts Field,Redmond,OR,2017,4
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2013,52
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2014,46
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2015,60
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2016,51
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2017,66
RFD,Greater Rockford,Chicago/Rockford,IL,2013,1
RFD,Greater Rockford,Chicago/Rockford,IL,2014,1
RFD,Greater Rockford,Chicago/Rockford,IL,2016,1
RHI,Rhinelander-Onieta,Rhinelander,WI,2013,1
RHI,Rhinelander-Onieta,Rhinelander,WI,2015,1
RHI,Rhinelander-Onieta,Rhinelander,WI,2017,1
RIC,Richmond International,Richmond,VA,2013,17
RIC,Richmond International,Richmond,VA,2014,29
RIC,Richmond International,Richmond,VA,2015,19
RIC,Richmond International,Richmond,VA,2016,16
RIC,Richmond International,Richmond,VA,2017,18
RKS,Rock Springs-Sweetwater County,Rock Springs,WY,2017,1
RNO,Reno/Tahoe International,Reno,NV,2013,55
RNO,Reno/Tahoe International,Reno,NV,2014,35
RNO,Reno/Tahoe International,Reno,NV,2015,31
RNO,Reno/Tahoe International,Reno,NV,2016,22
RNO,Reno/Tahoe International,Reno,NV,2017,23
ROA,Roanoke Regional Airport,Roanoke,VA,2013,5
ROA,Roanoke Regional Airport,Roanoke,VA,2014,3
ROA,Roanoke Regional Airport,Roanoke,VA,2015,8
ROA,Roanoke Regional Airport,Roanoke,VA,2016,2
ROA,Roanoke Regional Airport,Roanoke,VA,2017,2
ROC,Greater Rochester International,Rochester,NY,2013,5
ROC,Greater Rochester International,Rochester,NY,2014,5
ROC,Greater Rochester International,Rochester,NY,2015,3
ROC,Greater Rochester International,Rochester,NY,2016,3
ROC,Greater Rochester International,Rochester,NY,2017,3
ROW,Roswell Industrial Air Center,Roswell,NM,2013,1
RST,"Rochester, MN",Rochester,MN,2013,2
RST,"Rochester, MN",Rochester,MN,2014,2
RST,"Rochester, MN",Rochester,MN,2016,2
RST,"Rochester, MN",Rochester,MN,2017,3
RSW,Southwest Florida International,Fort Myers,FL,2013,64
RSW,Southwest Florida International,Fort Myers,FL,2014,66
RSW,Southwest Florida International,Fort Myers,FL,2015,50
RSW,Southwest Florida International,Fort Myers,FL,2016,54
RSW,Southwest Florida International,Fort Myers,FL,2017,63
RUT,Rutland State,Rutland,VT,2013,1
RUT,Rutland State,Rutland,VT,2017,2
SAF,Santa Fe Municipal,Santa Fe,NM,2013,7
SAF,Santa Fe Municipal,Santa Fe,NM,2014,6
SAF,Santa Fe Municipal,Santa Fe,NM,2015,4
SAF,Santa Fe Municipal,Santa Fe,NM,2016,7
SAF,Santa Fe Municipal,Santa Fe,NM,2017,6
SAN,San Diego International,San Diego,CA,2013,135
SAN,San Diego International,San Diego,CA,2014,130
SAN,San Diego International,San Diego,CA,2015,111
SAN,San Diego International,San Diego,CA,2016,119
SAN,San Diego International,San Diego,CA,2017,120
SAT,San Antonio International,San Antonio,TX,2013,75
SAT,San Antonio International,San Antonio,TX,2014,54
SAT,San Antonio International,San Antonio,TX,2015,33
SAT,San Antonio International,San Antonio,TX,2016,46
SAT,San Antonio International,San Antonio,TX,2017,27
SAV,Savannah International,Savannah,GA,2013,20
SAV,Savannah International,Savannah,GA,2014,28
SAV,Savannah International,Savannah,GA,2015,17
SAV,Savannah International,Savannah,GA,2016,17
SAV,Savannah International,Savannah,GA,2017,18
SAW,"Sawyer Int'l Airport(Marquette, MI)",Marquette,MI,2015,1
SBA,Santa Barbara Municipal,Santa Barbara,CA,2013,4
SBA,Santa Barbara Municipal,Santa Barbara,CA,2014,7
SBA,Santa Barbara Municipal,Santa Barbara,CA,2015,2
SBA,Santa Barbara Municipal,Santa Barbara,CA,2016,1
SBA,Santa Barbara Municipal,Santa Barbara,CA,2017,6
SBN,South Bend Regional,South Bend,IN,2013,4
SBN,South Bend Regional,South Bend,IN,2014,2
SBN,South Bend Regional,South Bend,IN,2015,1
SBN,South Bend Regional,South Bend,IN,2016,2
SBN,South Bend Regional,South Bend,IN,2017,6
SBP,San Luis Obispo,San Luis Obispo,CA,2013,3
SBP,San Luis Obispo,San Luis Obispo,CA,2014,4
SBP,San Luis Obispo,San Luis Obispo,CA,2015,1
SBP,San Luis Obispo,San Luis Obispo,CA,2016,1
SBP,San Luis Obispo,San Luis Obispo,CA,2017,1
SBY,Salisbury/Wicomico County Regional,Salisbury,MD,2013,1
SBY,Salisbury/Wicomico County Regional,Salisbury,MD,2016,2
SCC,Deadhorse,Deadhorse,AK,2014,1
SCC,Deadhorse,Deadhorse,AK,2017,1
SCE,University Park Airport- State College,Unknown,Unknown,2015,2
SCE,University Park Airport- State College,Unknown,Unknown,2016,2
SCE,University Park Airport- State College,Unknown,Unknown,2017,2
SCK,Stockton,Stockton,CA,2013,2
SCK,Stockton,Stockton,CA,2014,1
SCK,Stockton,Stockton,CA,2015,2
SCK,Stockton,Stockton,CA,2017,1
SDF,Louisville International,Louisville,KY,2013,28
SDF,Louisville International,Louisville,KY,2014,13
SDF,Louisville International,Louisville,KY,2015,26
SDF,Louisville International,Louisville,KY,2016,20
SDF,Louisville International,Louisville,KY,2017,18
SDY,Sidney-Richland Airport,Sidney,MT,2014,1
SEA,Seattle-Tacoma International,Seattle,WA,2013,271
SEA,Seattle-Tacoma International,Seattle,WA,2014,200
SEA,Seattle-Tacoma International,Seattle,WA,2015,224
SEA,Seattle-Tacoma International,Seattle,WA,2016,199
SEA,Seattle-Tacoma International,Seattle,WA,2017,205
SFB,Orlando Sanford,Orlando,FL,2013,10
SFB,Orlando Sanford,Orlando,FL,2014,12
SFB,Orlando Sanford,Orlando,FL,2015,4
SFB,Orlando Sanford,Orlando,FL,2017,6
SFO,San Francisco International,San Francisco,CA,2013,24
SFO,San Francisco International,San Francisco,CA,2014,28
SFO,San Francisco International,San Francisco,CA,2015,28
SFO,San Francisco International,San Francisco,CA,2016,33
SFO,San Francisco International,San Francisco,CA,2017,42
SGF,Springfield-Branson National Airport,Springfield,MO,2013,4
SGF,Springfield-Branson National Airport,Springfield,MO,2014,7
SGF,Springfield-Branson National Airport,Springfield,MO,2015,6
SGF,Springfield-Branson National Airport,Springfield,MO,2016,4
SGF,Springfield-Branson National Airport,Springfield,MO,2017,6
SGJ,St. Augustine,St Augustine,FL,2015,1
SGJ,St. Augustine,St Augustine,FL,2016,2
SGJ,St. Augustine,St Augustine,FL,2017,1
SGU,St. George Municipal,St George,UT,2014,1
SGU,St. George Municipal,St George,UT,2015,1
SGU,St. George Municipal,St George,UT,2017,2
SHD,Shenandoah Valley,Staunton/Waynesboro/Harrisonburg,VA,2013,2
SHR,Sheridan County,Sheridan,WY,2013,1
SHV,Shreveport Regional,Shreveport,LA,2013,2
SHV,Shreveport Regional,Shreveport,LA,2014,5
SHV,Shreveport Regional,Shreveport,LA,2015,2
SHV,Shreveport Regional,Shreveport,LA,2016,4
SIT,Sitka 'Rocky Guitierrez',Sitka,AK,2013,1
SIT,Sitka 'Rocky Guitierrez',Sitka,AK,2014,1
SIT,Sitka 'Rocky Guitierrez',Sitka,AK,2015,1
SIT,Sitka 'Rocky Guitierrez',Sitka,AK,2016,1
SJC,Norman Y Mineta San Jose International,San Jose,CA,2013,52
SJC,Norman Y Mineta San Jose International,San Jose,CA,2014,43
SJC,Norman Y Mineta San Jose International,San Jose,CA,2015,33
SJC,Norman Y Mineta San Jose International,San Jose,CA,2016,53
SJC,Norman Y Mineta San Jose International,San Jose,CA,2017,63
SJT,San Angelo Regional,San Angelo,TX,2013,6
SJT,San Angelo Regional,San Angelo,TX,2014,2
SJT,San Angelo Regional,San Angelo,TX,2016,2
SJU,Luis Munoz Marin International,San Juan,PR,2013,82
SJU,Luis Munoz Marin International,San Juan,PR,2014,82
SJU,Luis Munoz Marin International,San Juan,PR,2015,59
SJU,Luis Munoz Marin International,San Juan,PR,2016,54
SJU,Luis Munoz Marin International,San Juan,PR,2017,55
SLC,Salt Lake City International Airport,Salt Lake City,UT,2013,85
SLC,Salt Lake City International Airport,Salt Lake City,UT,2014,70
SLC,Salt Lake City International Airport,Salt Lake City,UT,2015,68
SLC,Salt Lake City International Airport,Salt Lake City,UT,2016,66
SLC,Salt Lake City International Airport,Salt Lake City,UT,2017,67
SMF,Sacramento International Airport,Sacramento,CA,2013,63
SMF,Sacramento International Airport,Sacramento,CA,2014,48
SMF,Sacramento International Airport,Sacramento,CA,2015,50
SMF,Sacramento International Airport,Sacramento,CA,2016,67
SMF,Sacramento International Airport,Sacramento,CA,2017,67
SMX,Santa Maria Public,Santa Maria,CA,2015,1
SNA,John Wayne,Santa Ana,CA,2013,69
SNA,John Wayne,Santa Ana,CA,2014,56
SNA,John Wayne,Santa Ana,CA,2015,47
SNA,John Wayne,Santa Ana,CA,2016,33
SNA,John Wayne,Santa Ana,CA,2017,45
SOW,Show Low Regional Airport,Show Low,AZ,2015,1
SPI,"Abraham Lincoln Capital Airport, Springfield",Springfield,IL,2014,1
SPI,"Abraham Lincoln Capital Airport, Springfield",Springfield,IL,2015,2
SPI,"Abraham Lincoln Capital Airport, Springfield",Springfield,IL,2017,2
SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,2013,3
SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,2014,1
SRQ,Sarasota Bradenton International,Sarasota/Bradenton,FL,2013,10
SRQ,Sarasota Bradenton International,Sarasota/Bradenton,FL,2014,11
SRQ,Sarasota Bradenton International,Sarasota/Bradenton,FL,2015,5
SRQ,Sarasota Bradenton International,Sarasota/Bradenton,FL,2016,1
SRQ,Sarasota Bradenton International,Sarasota/Bradenton,FL,2017,3
STC,"Saint Cloud Regional Airport, MN",St Cloud,MN,2017,1
STL,Lambert St. Louis International,St Louis,MO,2013,60
STL,Lambert St. Louis International,St Louis,MO,2014,58
STL,Lambert St. Louis International,St Louis,MO,2015,45
STL,Lambert St. Louis International,St Louis,MO,2016,49
STL,Lambert St. Louis International,St Louis,MO,2017,49
STS,Charles Shulz-Sonoma County,Santa Rosa,CA,2015,1
STS,Charles Shulz-Sonoma County,Santa Rosa,CA,2017,1
STT,Cyril E. King International,Charlotte Amalie,VI,2013,18
STT,Cyril E. King International,Charlotte Amalie,VI,2014,17
STT,Cyril E. King International,Charlotte Amalie,VI,2015,17
STT,Cyril E. King International,Charlotte Amalie,VI,2016,26
STT,Cyril E. King International,Charlotte Amalie,VI,2017,15
STX,Henry E. Rohlsen,Christiansted,VI,2013,2
STX,Henry E. Rohlsen,Christiansted,VI,2014,4
STX,Henry E. Rohlsen,Christiansted,VI,2015,6
STX,Henry E. Rohlsen,Christiansted,VI,2016,5
SUN,Friedman Memorial,Hailey,ID,2014,2
SUN,Friedman Memorial,Hailey,ID,2015,1
SUN,Friedman Memorial,Hailey,ID,2016,1
SUN,Friedman Memorial,Hailey,ID,2017,1
SUX,Sioux Gateway,Sioux City,IA,2013,2
SUX,Sioux Gateway,Sioux City,IA,2015,2
SUX,Sioux Gateway,Sioux City,IA,2016,2
SWF,Stewart Field,New York,NY,2013,2
SWF,Stewart Field,New York,NY,2014,2
SWF,Stewart Field,New York,NY,2015,2
SWF,Stewart Field,New York,NY,2016,3
SWF,Stewart Field,New York,NY,2017,5
SWO,Stillwater,Stillwater,OK,2017,1
SYR,Syracuse-Hancock International,Syracuse,NY,2013,10
SYR,Syracuse-Hancock International,Syracuse,NY,2014,8
SYR,Syracuse-Hancock International,Syracuse,NY,2015,11
SYR,Syracuse-Hancock International,Syracuse,NY,2016,9
SYR,Syracuse-Hancock International,Syracuse,NY,2017,9
TBN,Forney Army Airfield,Fort Leonard Wood,MO,2015,2
TLH,Tallahassee Regional,Tallahassee,FL,2013,6
TLH,Tallahassee Regional,Tallahassee,FL,2014,9
TLH,Tallahassee Regional,Tallahassee,FL,2015,3
TLH,Tallahassee Regional,Tallahassee,FL,2016,3
TLH,Tallahassee Regional,Tallahassee,FL,2017,6
TOL,Toledo Express,Toledo,OH,2013,1
TOL,Toledo Express,Toledo,OH,2014,2
TOL,Toledo Express,Toledo,OH,2015,1
TOL,Toledo Express,Toledo,OH,2017,2
TPA,Tampa International,Tampa,FL,2013,137
TPA,Tampa International,Tampa,FL,2014,109
TPA,Tampa International,Tampa,FL,2015,88
TPA,Tampa International,Tampa,FL,2016,81
TPA,Tampa International,Tampa,FL,2017,88
TRI,Tri-Cities Regional,Bristol/Johnson/Kingsport,TN,2013,5
TRI,Tri-Cities Regional,Bristol/Johnson/Kingsport,TN,2014,13
TRI,Tri-Cities Regional,Bristol/Johnson/Kingsport,TN,2015,6
TRI,Tri-Cities Regional,Bristol/Johnson/Kingsport,TN,2016,5
TRI,Tri-Cities Regional,Bristol/Johnson/Kingsport,TN,2017,4
TSA,TSA - Non-Specified Airport,Unknown,Unknown,2014,6
TSA,TSA - Non-Specified Airport,Unknown,Unknown,2015,9
TSA,TSA - Non-Specified Airport,Unknown,Unknown,2016,1
TSA,TSA - Non-Specified Airport,Unknown,Unknown,2017,9
TTN,Trenton-Mercer,Trenton,NJ,2013,4
TTN,Trenton-Mercer,Trenton,NJ,2014,5
TTN,Trenton-Mercer,Trenton,NJ,2015,6
TTN,Trenton-Mercer,Trenton,NJ,2016,4
TTN,Trenton-Mercer,Trenton,NJ,2017,4
TUL,Tulsa International Airport,Tulsa,OK,2013,13
TUL,Tulsa International Airport,Tulsa,OK,2014,17
TUL,Tulsa International Airport,Tulsa,OK,2015,7
TUL,Tulsa International Airport,Tulsa,OK,2016,8
TUL,Tulsa International Airport,Tulsa,OK,2017,10
TUS,Tucson International,Tucson,AZ,2013,24
TUS,Tucson International,Tucson,AZ,2014,26
TUS,Tucson International,Tucson,AZ,2015,17
TUS,Tucson International,Tucson,AZ,2016,10
TUS,Tucson International,Tucson,AZ,2017,30
TVC,Cherry Capital Airport,Traverse City,MI,2013,3
TVC,Cherry Capital Airport,Traverse City,MI,2014,5
TVC,Cherry Capital Airport,Traverse City,MI,2015,2
TVC,Cherry Capital Airport,Traverse City,MI,2016,4
TVC,Cherry Capital Airport,Traverse City,MI,2017,4
TWF,Joslin Field Magic Valley,Twin Falls,ID,2013,1
TWF,Joslin Field Magic Valley,Twin Falls,ID,2014,2
TWF,Joslin Field Magic Valley,Twin Falls,ID,2017,1
TXK,Texarkana Regional Airport,Texarkana,AR,2013,1
TXK,Texarkana Regional Airport,Texarkana,AR,2015,4
TXK,Texarkana Regional Airport,Texarkana,AR,2016,1
TXK,Texarkana Regional Airport,Texarkana,AR,2017,1
TYR,Tyler Pounds Field,Tyler,TX,2013,3
TYR,Tyler Pounds Field,Tyler,TX,2014,7
TYR,Tyler Pounds Field,Tyler,TX,2015,3
TYR,Tyler Pounds Field,Tyler,TX,2016,1
TYR,Tyler Pounds Field,Tyler,TX,2017,3
TYS,"Mcghee Tyson ,Knoxville",Knoxville,TN,2013,14
TYS,"Mcghee Tyson ,Knoxville",Knoxville,TN,2014,6
TYS,"Mcghee Tyson ,Knoxville",Knoxville,TN,2015,6
TYS,"Mcghee Tyson ,Knoxville",Knoxville,TN,2016,8
TYS,"Mcghee Tyson ,Knoxville",Knoxville,TN,2017,7
UIN,Quincy Regional-Baldwin,Quincy,IL,2017,1
UNK,Unalakleet Airport,Unalakleet,AK,2015,1
UNV,University Park Airport,State College,PA,2014,2
UTA,Tunica Airport,Tunica,MS,2014,1
Unknown,Unknown,Unknown,Unknown,2013,84
Unknown,Unknown,Unknown,Unknown,2014,61
Unknown,Unknown,Unknown,Unknown,2015,55
Unknown,Unknown,Unknown,Unknown,2016,65
Unknown,Unknown,Unknown,Unknown,2017,82
VIS,Visalia Municipal,Visalia,CA,2013,2
VLD,Valdosta Municipal,Valdosta,GA,2013,2
VLD,Valdosta Municipal,Valdosta,GA,2015,2
VLD,Valdosta Municipal,Valdosta,GA,2017,1
VPS,Okaloosa/ Northwest Florida,Valparaiso/Destin-Ft Walton Beach,FL,2013,7
VPS,Okaloosa/ Northwest Florida,Valparaiso/Destin-Ft Walton Beach,FL,2014,5
VPS,Okaloosa/ Northwest Florida,Valparaiso/Destin-Ft Walton Beach,FL,2015,3
