Airport_Code,Airport_Name,City,State,Year,Claim_Type,Total_Close_Amount
PIT,Pittsburgh International Airport,Pittsburgh,PA,2013,Property Damage,"$3,812.53"
PIT,Pittsburgh International Airport,Pittsburgh,PA,2014,Passenger Property Loss,$0.00
PIT,Pittsburgh International Airport,Pittsburgh,PA,2014,Property Damage,"$1,046.04"
PIT,Pittsburgh International Airport,Pittsburgh,PA,2015,Passenger Property Loss,$144.29
PIT,Pittsburgh International Airport,Pittsburgh,PA,2015,Property Damage,"$2,408.65"
PIT,Pittsburgh International Airport,Pittsburgh,PA,2015,Unknown,$0.00
PIT,Pittsburgh International Airport,Pittsburgh,PA,2016,Motor Vehicle,$16.99
PIT,Pittsburgh International Airport,Pittsburgh,PA,2016,Passenger Property Loss,$388.10
PIT,Pittsburgh International Airport,Pittsburgh,PA,2016,Property Damage,$855.94
PIT,Pittsburgh International Airport,Pittsburgh,PA,2017,Passenger Property Loss,$514.31
PIT,Pittsburgh International Airport,Pittsburgh,PA,2017,Property Damage,$639.98
PLN,Pellston Regional Of Emmet County,Pellston,MI,2013,Passenger Property Loss,$29.00
PLN,Pellston Regional Of Emmet County,Pellston,MI,2013,Property Damage,$35.00
PLN,Pellston Regional Of Emmet County,Pellston,MI,2014,Passenger Property Loss,$15.94
PLN,Pellston Regional Of Emmet County,Pellston,MI,2014,Property Damage,$0.00
PLN,Pellston Regional Of Emmet County,Pellston,MI,2015,Property Damage,$0.00
PLN,Pellston Regional Of Emmet County,Pellston,MI,2016,Passenger Property Loss,
PLN,Pellston Regional Of Emmet County,Pellston,MI,2016,Property Damage,$0.00
PNS,Pensacola International Airport,Pensacola,FL,2013,Passenger Property Loss,$72.01
PNS,Pensacola International Airport,Pensacola,FL,2013,Property Damage,$459.56
PNS,Pensacola International Airport,Pensacola,FL,2014,Passenger Property Loss,$80.00
PNS,Pensacola International Airport,Pensacola,FL,2014,Personal Injury,$0.00
PNS,Pensacola International Airport,Pensacola,FL,2014,Property Damage,$171.09
PNS,Pensacola International Airport,Pensacola,FL,2015,Passenger Property Loss,$10.00
PNS,Pensacola International Airport,Pensacola,FL,2015,Property Damage,$769.48
PNS,Pensacola International Airport,Pensacola,FL,2016,Passenger Property Loss,$69.98
PNS,Pensacola International Airport,Pensacola,FL,2016,Property Damage,$50.00
PNS,Pensacola International Airport,Pensacola,FL,2017,Passenger Property Loss,
PNS,Pensacola International Airport,Pensacola,FL,2017,Personal Injury,
PNS,Pensacola International Airport,Pensacola,FL,2017,Property Damage,$399.99
PQI,Northern Maine Regional,Presque Isle,ME,2013,Passenger Property Loss,$0.00
PQI,Northern Maine Regional,Presque Isle,ME,2015,Passenger Property Loss,$0.00
PRC,Prescott Municipal,Prescott,AZ,2016,Property Damage,$0.00
PSC,Tri-Cities,Pasco,WA,2013,Passenger Property Loss,$790.07
PSC,Tri-Cities,Pasco,WA,2013,Property Damage,$447.43
PSC,Tri-Cities,Pasco,WA,2014,Passenger Property Loss,$0.00
PSC,Tri-Cities,Pasco,WA,2015,Passenger Property Loss,$0.00
PSC,Tri-Cities,Pasco,WA,2015,Property Damage,$199.00
PSC,Tri-Cities,Pasco,WA,2016,Passenger Property Loss,$139.00
PSC,Tri-Cities,Pasco,WA,2016,Property Damage,
PSC,Tri-Cities,Pasco,WA,2017,Passenger Property Loss,
PSC,Tri-Cities,Pasco,WA,2017,Property Damage,
PSE,Mercedita Airport,Ponce,PR,2014,Complaint,
PSE,Mercedita Airport,Ponce,PR,2014,Personal Injury,
PSE,Mercedita Airport,Ponce,PR,2014,Property Damage,
PSE,Mercedita Airport,Ponce,PR,2015,Passenger Property Loss,
PSE,Mercedita Airport,Ponce,PR,2015,Property Damage,$0.00
PSE,Mercedita Airport,Ponce,PR,2016,Passenger Property Loss,
PSE,Mercedita Airport,Ponce,PR,2016,Personal Injury,
PSE,Mercedita Airport,Ponce,PR,2017,Property Damage,
PSE,Mercedita Airport,Ponce,PR,2017,Unknown,
PSG,Petersburg,Petersburg,AK,2014,Passenger Property Loss,$0.00
PSG,Petersburg,Petersburg,AK,2014,Property Damage,$45.00
PSG,Petersburg,Petersburg,AK,2015,Passenger Property Loss,
PSG,Petersburg,Petersburg,AK,2016,Property Damage,
PSG,Petersburg,Petersburg,AK,2017,Passenger Property Loss,
PSM,Portsmouth International Airport at Pease,Portsmouth,NH,2014,Passenger Property Loss,$11.60
PSM,Portsmouth International Airport at Pease,Portsmouth,NH,2016,Property Damage,
PSP,Palm Springs International,Palm Springs,CA,2013,Passenger Property Loss,$771.74
PSP,Palm Springs International,Palm Springs,CA,2013,Property Damage,$271.50
PSP,Palm Springs International,Palm Springs,CA,2014,Passenger Property Loss,$0.00
PSP,Palm Springs International,Palm Springs,CA,2014,Property Damage,$598.44
PSP,Palm Springs International,Palm Springs,CA,2015,Passenger Property Loss,"$1,003.76"
PSP,Palm Springs International,Palm Springs,CA,2015,Property Damage,$995.39
PSP,Palm Springs International,Palm Springs,CA,2016,Passenger Property Loss,$45.00
PSP,Palm Springs International,Palm Springs,CA,2016,Property Damage,$40.00
PSP,Palm Springs International,Palm Springs,CA,2017,Passenger Property Loss,$27.17
PSP,Palm Springs International,Palm Springs,CA,2017,Property Damage,$25.35
PUB,Pueblo Memorial,Pueblo,CO,2016,Passenger Property Loss,
PUB,Pueblo Memorial,Pueblo,CO,2017,Passenger Property Loss,
PUW,Pullman/Moscow Regional,Pullman/Moscow,WA,2014,Passenger Property Loss,
PUW,Pullman/Moscow Regional,Pullman/Moscow,WA,2014,Property Damage,
PUW,Pullman/Moscow Regional,Pullman/Moscow,WA,2016,Property Damage,$42.41
PVC,Provincetown Airport,Provincetown,MA,2017,Passenger Property Loss,
PVD,"TF Green Airport, Providence",Providence,RI,2013,Passenger Property Loss,$607.23
PVD,"TF Green Airport, Providence",Providence,RI,2013,Property Damage,$336.45
PVD,"TF Green Airport, Providence",Providence,RI,2014,Passenger Property Loss,$242.20
PVD,"TF Green Airport, Providence",Providence,RI,2014,Property Damage,$119.99
PVD,"TF Green Airport, Providence",Providence,RI,2015,Passenger Property Loss,$26.09
PVD,"TF Green Airport, Providence",Providence,RI,2015,Property Damage,$235.95
PVD,"TF Green Airport, Providence",Providence,RI,2016,Passenger Property Loss,$0.00
PVD,"TF Green Airport, Providence",Providence,RI,2016,Property Damage,$122.19
PVD,"TF Green Airport, Providence",Providence,RI,2017,Passenger Property Loss,$61.65
PVD,"TF Green Airport, Providence",Providence,RI,2017,Property Damage,$300.00
PVD,"TF Green Airport, Providence",Providence,RI,2017,Unknown,
PVU,Provo Municipal Airport,Provo,UT,2013,Passenger Property Loss,$20.00
PVU,Provo Municipal Airport,Provo,UT,2016,Passenger Property Loss,$0.00
PVU,Provo Municipal Airport,Provo,UT,2016,Property Damage,$135.00
PVU,Provo Municipal Airport,Provo,UT,2017,Passenger Property Loss,
PVU,Provo Municipal Airport,Provo,UT,2017,Property Damage,
PWM,Portland International Jetport,Portland,ME,2013,Passenger Property Loss,$130.13
PWM,Portland International Jetport,Portland,ME,2013,Property Damage,$146.99
PWM,Portland International Jetport,Portland,ME,2014,Passenger Property Loss,$590.46
PWM,Portland International Jetport,Portland,ME,2014,Property Damage,$149.99
PWM,Portland International Jetport,Portland,ME,2015,Motor Vehicle,"$1,722.84"
PWM,Portland International Jetport,Portland,ME,2015,Passenger Property Loss,$125.00
PWM,Portland International Jetport,Portland,ME,2015,Personal Injury,
PWM,Portland International Jetport,Portland,ME,2015,Property Damage,$274.98
PWM,Portland International Jetport,Portland,ME,2016,Passenger Property Loss,$13.10
PWM,Portland International Jetport,Portland,ME,2016,Property Damage,$0.00
PWM,Portland International Jetport,Portland,ME,2017,Passenger Property Loss,
PWM,Portland International Jetport,Portland,ME,2017,Property Damage,$95.46
RAP,Rapid City Regional,Rapid City,SD,2013,Passenger Property Loss,$0.00
RAP,Rapid City Regional,Rapid City,SD,2013,Property Damage,$55.00
RAP,Rapid City Regional,Rapid City,SD,2014,Passenger Property Loss,$0.00
RAP,Rapid City Regional,Rapid City,SD,2014,Property Damage,
RAP,Rapid City Regional,Rapid City,SD,2015,Passenger Property Loss,$0.00
RAP,Rapid City Regional,Rapid City,SD,2015,Property Damage,
RAP,Rapid City Regional,Rapid City,SD,2016,Passenger Property Loss,$9.27
RAP,Rapid City Regional,Rapid City,SD,2016,Property Damage,
RAP,Rapid City Regional,Rapid City,SD,2017,Property Damage,
RDD,Redding Municipal,Redding,CA,2013,Passenger Property Loss,
RDD,Redding Municipal,Redding,CA,2013,Property Damage,$0.00
RDD,Redding Municipal,Redding,CA,2014,Passenger Property Loss,$0.00
RDD,Redding Municipal,Redding,CA,2015,Passenger Property Loss,
RDD,Redding Municipal,Redding,CA,2016,Passenger Property Loss,
RDD,Redding Municipal,Redding,CA,2017,Property Damage,
RDM,Roberts Field,Redmond,OR,2013,Passenger Property Loss,$40.63
RDM,Roberts Field,Redmond,OR,2013,Property Damage,$205.36
RDM,Roberts Field,Redmond,OR,2014,Passenger Property Loss,$94.95
RDM,Roberts Field,Redmond,OR,2014,Property Damage,$49.99
RDM,Roberts Field,Redmond,OR,2015,Passenger Property Loss,$0.00
RDM,Roberts Field,Redmond,OR,2015,Property Damage,"$1,148.08"
RDM,Roberts Field,Redmond,OR,2016,Passenger Property Loss,$0.00
RDM,Roberts Field,Redmond,OR,2016,Property Damage,$0.00
RDM,Roberts Field,Redmond,OR,2017,Passenger Property Loss,
RDM,Roberts Field,Redmond,OR,2017,Property Damage,
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2013,Passenger Property Loss,$663.14
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2013,Personal Injury,$0.00
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2013,Property Damage,"$2,155.70"
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2014,Passenger Property Loss,"$1,201.05"
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2014,Property Damage,"$1,833.51"
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2015,Passenger Property Loss,"$1,936.55"
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2015,Property Damage,"$4,382.26"
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2016,Employee Loss (MPCECA),
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2016,Passenger Property Loss,"$1,185.48"
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2016,Personal Injury,
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2016,Property Damage,$334.99
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2017,Motor Vehicle,
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2017,Passenger Property Loss,$99.00
RDU,Raleigh-Durham International,Raleigh/Durham,NC,2017,Property Damage,$146.00
RFD,Greater Rockford,Chicago/Rockford,IL,2013,Passenger Property Loss,$0.00
RFD,Greater Rockford,Chicago/Rockford,IL,2014,Property Damage,$0.00
RFD,Greater Rockford,Chicago/Rockford,IL,2016,Passenger Property Loss,$0.00
RHI,Rhinelander-Onieta,Rhinelander,WI,2013,Property Damage,$70.00
RHI,Rhinelander-Onieta,Rhinelander,WI,2015,Property Damage,$0.00
RHI,Rhinelander-Onieta,Rhinelander,WI,2017,Property Damage,
RIC,Richmond International,Richmond,VA,2013,Passenger Property Loss,$396.56
RIC,Richmond International,Richmond,VA,2013,Property Damage,$322.79
RIC,Richmond International,Richmond,VA,2014,Complaint,$0.00
RIC,Richmond International,Richmond,VA,2014,Passenger Property Loss,$0.00
RIC,Richmond International,Richmond,VA,2014,Property Damage,$756.38
RIC,Richmond International,Richmond,VA,2015,Passenger Property Loss,$761.24
RIC,Richmond International,Richmond,VA,2015,Personal Injury,
RIC,Richmond International,Richmond,VA,2015,Property Damage,$974.57
RIC,Richmond International,Richmond,VA,2016,Passenger Property Loss,$368.00
RIC,Richmond International,Richmond,VA,2016,Property Damage,$296.70
RIC,Richmond International,Richmond,VA,2017,Passenger Property Loss,$247.99
RIC,Richmond International,Richmond,VA,2017,Property Damage,$75.00
RKS,Rock Springs-Sweetwater County,Rock Springs,WY,2017,Property Damage,
RNO,Reno/Tahoe International,Reno,NV,2013,Passenger Property Loss,$907.73
RNO,Reno/Tahoe International,Reno,NV,2013,Property Damage,"$1,313.23"
RNO,Reno/Tahoe International,Reno,NV,2014,Passenger Property Loss,"$1,623.13"
RNO,Reno/Tahoe International,Reno,NV,2014,Personal Injury,
RNO,Reno/Tahoe International,Reno,NV,2014,Property Damage,"$1,903.92"
RNO,Reno/Tahoe International,Reno,NV,2015,Complaint,
RNO,Reno/Tahoe International,Reno,NV,2015,Passenger Property Loss,$139.00
RNO,Reno/Tahoe International,Reno,NV,2015,Property Damage,"$1,566.35"
RNO,Reno/Tahoe International,Reno,NV,2016,Passenger Property Loss,$0.00
RNO,Reno/Tahoe International,Reno,NV,2016,Personal Injury,
RNO,Reno/Tahoe International,Reno,NV,2016,Property Damage,$125.71
RNO,Reno/Tahoe International,Reno,NV,2017,Passenger Property Loss,
RNO,Reno/Tahoe International,Reno,NV,2017,Property Damage,
ROA,Roanoke Regional Airport,Roanoke,VA,2013,Passenger Property Loss,$0.00
ROA,Roanoke Regional Airport,Roanoke,VA,2013,Property Damage,$704.00
ROA,Roanoke Regional Airport,Roanoke,VA,2014,Passenger Property Loss,
ROA,Roanoke Regional Airport,Roanoke,VA,2014,Property Damage,
ROA,Roanoke Regional Airport,Roanoke,VA,2015,Passenger Property Loss,$347.92
ROA,Roanoke Regional Airport,Roanoke,VA,2015,Property Damage,$50.00
ROA,Roanoke Regional Airport,Roanoke,VA,2016,Property Damage,$0.00
ROA,Roanoke Regional Airport,Roanoke,VA,2017,Passenger Property Loss,
ROA,Roanoke Regional Airport,Roanoke,VA,2017,Property Damage,
ROC,Greater Rochester International,Rochester,NY,2013,Passenger Property Loss,
ROC,Greater Rochester International,Rochester,NY,2013,Personal Injury,
ROC,Greater Rochester International,Rochester,NY,2013,Property Damage,
ROC,Greater Rochester International,Rochester,NY,2014,Passenger Property Loss,
ROC,Greater Rochester International,Rochester,NY,2014,Property Damage,
ROC,Greater Rochester International,Rochester,NY,2015,Passenger Property Loss,$0.00
ROC,Greater Rochester International,Rochester,NY,2016,Passenger Property Loss,
ROC,Greater Rochester International,Rochester,NY,2017,Passenger Property Loss,
ROC,Greater Rochester International,Rochester,NY,2017,Property Damage,
ROW,Roswell Industrial Air Center,Roswell,NM,2013,Property Damage,
RST,"Rochester, MN",Rochester,MN,2013,Passenger Property Loss,$0.00
RST,"Rochester, MN",Rochester,MN,2014,Passenger Property Loss,$140.41
RST,"Rochester, MN",Rochester,MN,2014,Property Damage,$0.00
RST,"Rochester, MN",Rochester,MN,2016,Passenger Property Loss,$0.00
RST,"Rochester, MN",Rochester,MN,2017,Passenger Property Loss,$25.00
RST,"Rochester, MN",Rochester,MN,2017,Personal Injury,
RST,"Rochester, MN",Rochester,MN,2017,Property Damage,
RSW,Southwest Florida International,Fort Myers,FL,2013,Passenger Property Loss,"$4,322.93"
RSW,Southwest Florida International,Fort Myers,FL,2013,Personal Injury,$0.00
RSW,Southwest Florida International,Fort Myers,FL,2013,Property Damage,"$1,371.27"
RSW,Southwest Florida International,Fort Myers,FL,2014,Passenger Property Loss,"$1,094.58"
RSW,Southwest Florida International,Fort Myers,FL,2014,Property Damage,"$2,080.62"
RSW,Southwest Florida International,Fort Myers,FL,2015,Passenger Property Loss,$584.61
RSW,Southwest Florida International,Fort Myers,FL,2015,Property Damage,"$3,316.29"
RSW,Southwest Florida International,Fort Myers,FL,2016,Missed Flight,$0.00
RSW,Southwest Florida International,Fort Myers,FL,2016,Passenger Property Loss,$675.91
RSW,Southwest Florida International,Fort Myers,FL,2016,Property Damage,$685.28
RSW,Southwest Florida International,Fort Myers,FL,2017,Passenger Property Loss,$138.69
RSW,Southwest Florida International,Fort Myers,FL,2017,Property Damage,$850.31
RSW,Southwest Florida International,Fort Myers,FL,2017,Unknown,
RUT,Rutland State,Rutland,VT,2013,Property Damage,$99.95
RUT,Rutland State,Rutland,VT,2017,Property Damage,$0.00
SAF,Santa Fe Municipal,Santa Fe,NM,2013,Passenger Property Loss,$200.00
SAF,Santa Fe Municipal,Santa Fe,NM,2013,Property Damage,$0.00
SAF,Santa Fe Municipal,Santa Fe,NM,2014,Passenger Property Loss,$10.00
SAF,Santa Fe Municipal,Santa Fe,NM,2014,Property Damage,$255.00
SAF,Santa Fe Municipal,Santa Fe,NM,2015,Passenger Property Loss,$0.00
SAF,Santa Fe Municipal,Santa Fe,NM,2016,Passenger Property Loss,$37.25
SAF,Santa Fe Municipal,Santa Fe,NM,2016,Property Damage,$0.00
SAF,Santa Fe Municipal,Santa Fe,NM,2017,Passenger Property Loss,$208.50
SAN,San Diego International,San Diego,CA,2013,Passenger Property Loss,"$1,001.61"
SAN,San Diego International,San Diego,CA,2013,Personal Injury,
SAN,San Diego International,San Diego,CA,2013,Property Damage,"$7,722.49"
SAN,San Diego International,San Diego,CA,2013,Unknown,$0.00
SAN,San Diego International,San Diego,CA,2014,Passenger Property Loss,"$1,689.74"
SAN,San Diego International,San Diego,CA,2014,Property Damage,"$5,938.18"
SAN,San Diego International,San Diego,CA,2014,Unknown,
SAN,San Diego International,San Diego,CA,2015,Passenger Property Loss,$464.59
SAN,San Diego International,San Diego,CA,2015,Property Damage,"$2,543.83"
SAN,San Diego International,San Diego,CA,2016,Passenger Property Loss,$555.20
SAN,San Diego International,San Diego,CA,2016,Personal Injury,
SAN,San Diego International,San Diego,CA,2016,Property Damage,"$1,756.54"
SAN,San Diego International,San Diego,CA,2017,Passenger Property Loss,"$3,046.98"
SAN,San Diego International,San Diego,CA,2017,Personal Injury,
SAN,San Diego International,San Diego,CA,2017,Property Damage,$854.09
SAN,San Diego International,San Diego,CA,2017,Unknown,
SAT,San Antonio International,San Antonio,TX,2013,Passenger Property Loss,$618.20
SAT,San Antonio International,San Antonio,TX,2013,Personal Injury,"$1,000.00"
SAT,San Antonio International,San Antonio,TX,2013,Property Damage,"$4,745.89"
SAT,San Antonio International,San Antonio,TX,2014,Passenger Property Loss,$824.15
SAT,San Antonio International,San Antonio,TX,2014,Personal Injury,
SAT,San Antonio International,San Antonio,TX,2014,Property Damage,"$2,154.55"
SAT,San Antonio International,San Antonio,TX,2014,Unknown,$150.00
SAT,San Antonio International,San Antonio,TX,2015,Passenger Property Loss,$495.67
SAT,San Antonio International,San Antonio,TX,2015,Personal Injury,
SAT,San Antonio International,San Antonio,TX,2015,Property Damage,"$1,947.31"
SAT,San Antonio International,San Antonio,TX,2016,Passenger Property Loss,$806.44
SAT,San Antonio International,San Antonio,TX,2016,Personal Injury,$750.20
SAT,San Antonio International,San Antonio,TX,2016,Property Damage,"$1,024.86"
SAT,San Antonio International,San Antonio,TX,2016,Property Loss,
SAT,San Antonio International,San Antonio,TX,2017,Passenger Property Loss,$0.00
SAT,San Antonio International,San Antonio,TX,2017,Property Damage,$115.71
SAV,Savannah International,Savannah,GA,2013,Passenger Property Loss,$208.54
SAV,Savannah International,Savannah,GA,2013,Property Damage,$738.99
SAV,Savannah International,Savannah,GA,2014,Motor Vehicle,
SAV,Savannah International,Savannah,GA,2014,Passenger Property Loss,$951.44
SAV,Savannah International,Savannah,GA,2014,Property Damage,$134.73
SAV,Savannah International,Savannah,GA,2015,Passenger Property Loss,$278.95
SAV,Savannah International,Savannah,GA,2015,Property Damage,$371.50
SAV,Savannah International,Savannah,GA,2016,Passenger Property Loss,$693.01
SAV,Savannah International,Savannah,GA,2016,Property Damage,$327.97
SAV,Savannah International,Savannah,GA,2017,Passenger Property Loss,$8.95
SAV,Savannah International,Savannah,GA,2017,Passenger Theft,
SAV,Savannah International,Savannah,GA,2017,Property Damage,$26.57
SAW,"Sawyer Int'l Airport(Marquette, MI)",Marquette,MI,2015,Passenger Property Loss,$0.00
SBA,Santa Barbara Municipal,Santa Barbara,CA,2013,Passenger Property Loss,$25.00
SBA,Santa Barbara Municipal,Santa Barbara,CA,2013,Property Damage,$130.00
SBA,Santa Barbara Municipal,Santa Barbara,CA,2014,Passenger Property Loss,$213.73
SBA,Santa Barbara Municipal,Santa Barbara,CA,2014,Property Damage,$349.00
SBA,Santa Barbara Municipal,Santa Barbara,CA,2015,Passenger Property Loss,
SBA,Santa Barbara Municipal,Santa Barbara,CA,2015,Property Damage,$15.00
SBA,Santa Barbara Municipal,Santa Barbara,CA,2016,Passenger Property Loss,$159.00
SBA,Santa Barbara Municipal,Santa Barbara,CA,2017,Passenger Property Loss,
SBA,Santa Barbara Municipal,Santa Barbara,CA,2017,Property Damage,
SBN,South Bend Regional,South Bend,IN,2013,Property Damage,$153.01
SBN,South Bend Regional,South Bend,IN,2014,Property Damage,$0.00
SBN,South Bend Regional,South Bend,IN,2015,Property Damage,$41.98
SBN,South Bend Regional,South Bend,IN,2016,Passenger Property Loss,
SBN,South Bend Regional,South Bend,IN,2016,Property Damage,$55.58
SBN,South Bend Regional,South Bend,IN,2017,Passenger Property Loss,$0.00
SBN,South Bend Regional,South Bend,IN,2017,Property Damage,$30.00
SBP,San Luis Obispo,San Luis Obispo,CA,2013,Passenger Property Loss,
SBP,San Luis Obispo,San Luis Obispo,CA,2013,Property Damage,$393.60
SBP,San Luis Obispo,San Luis Obispo,CA,2014,Passenger Property Loss,$0.00
SBP,San Luis Obispo,San Luis Obispo,CA,2014,Property Damage,$24.99
SBP,San Luis Obispo,San Luis Obispo,CA,2015,Passenger Property Loss,$0.00
SBP,San Luis Obispo,San Luis Obispo,CA,2016,Passenger Property Loss,
SBP,San Luis Obispo,San Luis Obispo,CA,2017,Property Damage,
SBY,Salisbury/Wicomico County Regional,Salisbury,MD,2013,Passenger Property Loss,
SBY,Salisbury/Wicomico County Regional,Salisbury,MD,2016,Property Damage,$238.00
SCC,Deadhorse,Deadhorse,AK,2014,Passenger Property Loss,$30.00
SCC,Deadhorse,Deadhorse,AK,2017,Passenger Property Loss,
SCE,University Park Airport- State College,Unknown,Unknown,2015,Property Damage,$24.90
SCE,University Park Airport- State College,Unknown,Unknown,2016,Property Damage,$20.00
SCE,University Park Airport- State College,Unknown,Unknown,2017,Passenger Property Loss,
SCE,University Park Airport- State College,Unknown,Unknown,2017,Property Damage,
SCK,Stockton,Stockton,CA,2013,Passenger Property Loss,
SCK,Stockton,Stockton,CA,2013,Property Damage,$60.00
SCK,Stockton,Stockton,CA,2014,Passenger Property Loss,$137.50
SCK,Stockton,Stockton,CA,2015,Property Damage,$90.00
SCK,Stockton,Stockton,CA,2017,Property Damage,
SDF,Louisville International,Louisville,KY,2013,Passenger Property Loss,$115.99
SDF,Louisville International,Louisville,KY,2013,Property Damage,"$1,231.57"
SDF,Louisville International,Louisville,KY,2014,Passenger Property Loss,$45.00
SDF,Louisville International,Louisville,KY,2014,Property Damage,$58.83
SDF,Louisville International,Louisville,KY,2015,Passenger Property Loss,$840.99
SDF,Louisville International,Louisville,KY,2015,Property Damage,"$1,660.91"
SDF,Louisville International,Louisville,KY,2016,Passenger Property Loss,$178.99
SDF,Louisville International,Louisville,KY,2016,Property Damage,$873.81
SDF,Louisville International,Louisville,KY,2017,Passenger Property Loss,$194.19
SDF,Louisville International,Louisville,KY,2017,Property Damage,$380.00
SDY,Sidney-Richland Airport,Sidney,MT,2014,Passenger Property Loss,
SEA,Seattle-Tacoma International,Seattle,WA,2013,Passenger Property Loss,"$5,823.78"
SEA,Seattle-Tacoma International,Seattle,WA,2013,Property Damage,"$4,937.07"
SEA,Seattle-Tacoma International,Seattle,WA,2013,Unknown,
SEA,Seattle-Tacoma International,Seattle,WA,2014,Passenger Property Loss,"$6,401.56"
SEA,Seattle-Tacoma International,Seattle,WA,2014,Property Damage,"$3,815.32"
SEA,Seattle-Tacoma International,Seattle,WA,2014,Unknown,
SEA,Seattle-Tacoma International,Seattle,WA,2015,Complaint,$0.00
SEA,Seattle-Tacoma International,Seattle,WA,2015,Employee Loss (MPCECA),
SEA,Seattle-Tacoma International,Seattle,WA,2015,Passenger Property Loss,"$7,225.14"
SEA,Seattle-Tacoma International,Seattle,WA,2015,Property Damage,"$9,744.10"
SEA,Seattle-Tacoma International,Seattle,WA,2016,Complaint,
SEA,Seattle-Tacoma International,Seattle,WA,2016,Passenger Property Loss,"$3,472.95"
SEA,Seattle-Tacoma International,Seattle,WA,2016,Personal Injury,
SEA,Seattle-Tacoma International,Seattle,WA,2016,Property Damage,"$6,633.69"
SEA,Seattle-Tacoma International,Seattle,WA,2017,Missed Flight,
SEA,Seattle-Tacoma International,Seattle,WA,2017,Passenger Property Loss,"$1,296.66"
SEA,Seattle-Tacoma International,Seattle,WA,2017,Personal Injury,
SEA,Seattle-Tacoma International,Seattle,WA,2017,Property Damage,"$1,623.74"
SEA,Seattle-Tacoma International,Seattle,WA,2017,Unknown,
SFB,Orlando Sanford,Orlando,FL,2013,Passenger Property Loss,$127.48
SFB,Orlando Sanford,Orlando,FL,2013,Property Damage,$0.00
SFB,Orlando Sanford,Orlando,FL,2014,Passenger Property Loss,
SFB,Orlando Sanford,Orlando,FL,2014,Property Damage,$222.97
SFB,Orlando Sanford,Orlando,FL,2015,Passenger Property Loss,
SFB,Orlando Sanford,Orlando,FL,2015,Property Damage,$0.00
SFB,Orlando Sanford,Orlando,FL,2017,Passenger Property Loss,
SFO,San Francisco International,San Francisco,CA,2013,Passenger Property Loss,$0.00
SFO,San Francisco International,San Francisco,CA,2013,Personal Injury,
SFO,San Francisco International,San Francisco,CA,2013,Property Damage,$899.99
SFO,San Francisco International,San Francisco,CA,2014,Passenger Property Loss,
SFO,San Francisco International,San Francisco,CA,2014,Personal Injury,
SFO,San Francisco International,San Francisco,CA,2014,Property Damage,
SFO,San Francisco International,San Francisco,CA,2015,Passenger Property Loss,$0.00
SFO,San Francisco International,San Francisco,CA,2015,Property Damage,
SFO,San Francisco International,San Francisco,CA,2015,Unknown,
SFO,San Francisco International,San Francisco,CA,2016,Passenger Property Loss,
SFO,San Francisco International,San Francisco,CA,2016,Property Damage,
SFO,San Francisco International,San Francisco,CA,2017,Motor Vehicle,
SFO,San Francisco International,San Francisco,CA,2017,Passenger Property Loss,
SFO,San Francisco International,San Francisco,CA,2017,Property Damage,
SGF,Springfield-Branson National Airport,Springfield,MO,2013,Passenger Property Loss,$0.00
SGF,Springfield-Branson National Airport,Springfield,MO,2013,Property Damage,$0.00
SGF,Springfield-Branson National Airport,Springfield,MO,2014,Passenger Property Loss,$0.00
SGF,Springfield-Branson National Airport,Springfield,MO,2014,Property Damage,$0.00
SGF,Springfield-Branson National Airport,Springfield,MO,2015,Motor Vehicle,"$1,511.07"
SGF,Springfield-Branson National Airport,Springfield,MO,2015,Passenger Property Loss,$640.69
SGF,Springfield-Branson National Airport,Springfield,MO,2015,Property Damage,$485.00
SGF,Springfield-Branson National Airport,Springfield,MO,2016,Passenger Property Loss,$13.30
SGF,Springfield-Branson National Airport,Springfield,MO,2017,Motor Vehicle,$651.84
SGF,Springfield-Branson National Airport,Springfield,MO,2017,Passenger Property Loss,
SGF,Springfield-Branson National Airport,Springfield,MO,2017,Property Damage,$210.00
SGJ,St. Augustine,St Augustine,FL,2015,Passenger Property Loss,
SGJ,St. Augustine,St Augustine,FL,2016,Property Damage,$59.99
SGJ,St. Augustine,St Augustine,FL,2017,Passenger Property Loss,$76.00
SGU,St. George Municipal,St George,UT,2014,Passenger Property Loss,
SGU,St. George Municipal,St George,UT,2015,Property Damage,
SGU,St. George Municipal,St George,UT,2017,Passenger Property Loss,
SGU,St. George Municipal,St George,UT,2017,Property Damage,
SHD,Shenandoah Valley,Staunton/Waynesboro/Harrisonburg,VA,2013,Passenger Property Loss,$0.00
SHR,Sheridan County,Sheridan,WY,2013,Passenger Property Loss,
